"";"sub";"cond";"item";"seq";"start_time";"end_time";"duration_ms"
"9";1;3;63;1;599444;605214;5770
"10";1;3;79;2;607758;613639;5881
"11";1;3;43;3;617703;625930;8227
"12";1;3;67;4;628829;634813;5984
"13";1;1;69;5;637386;642863;5477
"14";1;3;11;6;645851;650912;5061
"16";1;1;5;7;657845;662912;5067
"18";1;3;31;8;668871;675836;6965
"20";1;1;21;9;681306;686761;5455
"22";1;3;59;10;692191;696627;4436
"23";1;1;89;11;699626;704035;4409
"24";1;1;65;12;706891;711293;4402
"25";1;1;13;13;714637;718493;3856
"27";1;3;75;14;723478;730159;6681
"28";1;3;83;15;733133;738242;5109
"29";1;3;55;16;741993;748150;6157
"30";1;1;33;17;752409;755592;3183
"32";1;1;81;18;761103;764150;3047
"33";1;1;93;19;767862;771916;4054
"34";1;3;27;20;775928;781999;6071
"36";1;3;91;21;787146;792266;5120
"37";1;3;15;22;795312;800940;5628
"39";1;1;9;23;806952;809973;3021
"41";1;3;95;24;815582;820606;5024
"42";1;1;57;25;823474;826573;3099
"43";1;1;41;26;829162;833472;4310
"44";1;1;49;27;836856;840755;3899
"45";1;1;73;28;844268;847355;3087
"46";1;1;61;29;850151;854113;3962
"47";1;1;97;30;902933;906786;3853
"48";1;1;53;31;909737;913778;4041
"49";1;3;99;32;916621;920944;4323
"50";1;3;51;33;924870;928702;3832
"51";1;1;85;34;931470;934169;2699
"52";1;1;37;35;937756;941202;3446
"54";1;3;87;36;946749;951527;4778
"55";1;1;29;37;954200;957901;3701
"57";1;1;1;38;962824;966309;3485
"59";1;3;71;39;971783;975701;3918
"60";1;1;45;40;978263;981251;2988
"61";1;3;3;41;984020;988817;4797
"63";1;3;7;42;994011;998558;4547
"65";1;3;35;43;1003377;1007924;4547
"67";1;3;47;44;1013765;1018241;4476
"68";1;1;77;45;1021417;1025049;3632
"69";1;1;25;46;1028139;1031524;3385
"71";1;1;17;47;1036733;1039982;3249
"73";1;3;39;48;1101761;1105871;4110
"75";1;3;19;49;1110933;1115729;4796
"77";1;3;23;50;1121687;1126103;4416
"79";1;2;98;51;1131355;1134187;2832
"80";1;4;84;52;1137475;1142195;4720
"81";1;2;82;53;1146836;1149603;2767
"82";1;2;10;54;1152856;1156186;3330
"84";1;4;92;55;1162013;1167927;5914
"85";1;4;36;56;1171430;1176019;4589
"87";1;2;38;57;1181377;1185193;3816
"89";1;4;8;58;1190480;1195343;4863
"91";1;2;54;59;1200818;1204393;3575
"92";1;4;20;60;1207872;1211876;4004
"94";1;4;48;61;1217005;1221958;4953
"95";1;4;56;62;1226124;1229983;3859
"96";1;4;44;63;1234478;1238475;3997
"97";1;4;24;64;1241305;1245366;4061
"99";1;4;40;65;1250287;1253749;3462
"101";1;2;2;66;1260462;1263965;3503
"103";1;4;72;67;1269842;1275673;5831
"104";1;4;100;68;1279300;1283682;4382
"105";1;4;16;69;1287162;1291931;4769
"107";1;4;52;70;1297012;1302081;5069
"108";1;2;62;71;1306112;1309206;3094
"109";1;2;78;72;1312280;1315989;3709
"110";1;4;96;73;1319836;1324222;4386
"111";1;4;60;74;1327407;1330880;3473
"112";1;4;12;75;1334017;1337663;3646
"114";1;2;26;76;1343802;1348254;4452
"116";1;2;86;77;1354588;1357729;3141
"117";1;2;34;78;1361729;1365145;3416
"119";1;4;68;79;1371897;1376628;4731
"120";1;4;80;80;1379586;1384428;4842
"121";1;2;94;81;1389028;1392094;3066
"122";1;2;66;82;1395279;1398927;3648
"123";1;2;18;83;1401672;1405060;3388
"125";1;2;58;84;1410384;1414693;4309
"126";1;2;6;85;1418267;1421201;2934
"128";1;4;4;86;1426619;1430476;3857
"130";1;4;28;87;1435557;1439693;4136
"132";1;2;22;88;1445485;1447967;2482
"134";1;4;76;89;1452977;1457367;4390
"135";1;2;74;90;1459997;1462875;2878
"136";1;4;88;91;1466970;1470958;3988
"137";1;2;46;92;1474892;1477916;3024
"138";1;4;64;93;1481379;1485674;4295
"139";1;2;42;94;1490168;1493791;3623
"140";1;2;30;95;1496804;1499982;3178
"142";1;2;70;96;1505078;1508890;3812
"143";1;2;50;97;1512411;1515798;3387
"144";1;2;90;98;1519126;1522639;3513
"145";1;4;32;99;1525394;1529581;4187
"147";1;2;14;100;1535819;1539006;3187
"910";2;2;97;1;3244852;3248844;3992
"1010";2;4;83;2;3251714;3256096;4382
"1110";2;2;81;3;3259008;3264952;5944
"1210";2;2;9;4;3268050;3272545;4495
"146";2;4;91;5;3278019;3283225;5206
"15";2;4;35;6;3285934;3290810;4876
"17";2;2;37;7;3296432;3302768;6336
"19";2;4;7;8;3309958;3316192;6234
"21";2;2;53;9;3323453;3327800;4347
"221";2;4;19;10;3330451;3338165;7714
"241";2;4;47;11;3344074;3348925;4851
"251";2;4;55;12;3351604;3358791;7187
"26";2;4;43;13;3361977;3368690;6713
"271";2;4;23;14;3371723;3377440;5717
"291";2;4;39;15;3382972;3389898;6926
"31";2;2;1;16;3396503;3401664;5161
"331";2;4;71;17;3407250;3413514;6264
"341";2;4;99;18;3416738;3424746;8008
"35";2;4;15;19;3428150;3433429;5279
"371";2;4;51;20;3441610;3446096;4486
"38";2;2;61;21;3448727;3453309;4582
"391";2;2;77;22;3459139;3463312;4173
"40";2;4;95;23;3466832;3473995;7163
"411";2;4;59;24;3477225;3481888;4663
"421";2;4;11;25;3484888;3490584;5696
"441";2;2;25;26;3496510;3502069;5559
"461";2;2;85;27;3508109;3511885;3776
"471";2;2;33;28;3515494;3520752;5258
"491";2;4;67;29;3528193;3534770;6577
"501";2;4;79;30;3537859;3543101;5242
"511";2;2;93;31;3580030;3586641;6611
"521";2;2;65;32;3589745;3594510;4765
"53";2;2;17;33;3598017;3602065;4048
"551";2;2;57;34;3607736;3612773;5037
"56";2;2;5;35;3615732;3621456;5724
"58";2;4;3;36;3628119;3634489;6370
"601";2;4;27;37;3641385;3649922;8537
"62";2;2;21;38;3656722;3665186;8464
"64";2;4;75;39;3672071;3679029;6958
"651";2;2;73;40;3681707;3688729;7022
"66";2;4;87;41;3695364;3700420;5056
"671";2;2;45;42;3704128;3707501;3373
"681";2;4;63;43;3712183;3717758;5575
"691";2;2;41;44;3721574;3726279;4705
"70";2;2;29;45;3729010;3734577;5567
"72";2;2;69;46;3740168;3747841;7673
"731";2;2;49;47;3751312;3755193;3881
"74";2;2;89;48;3812343;3816949;4606
"751";2;4;31;49;3820705;3826790;6085
"771";2;2;13;50;3833701;3837915;4214
"791";2;1;64;51;3877467;3882972;5505
"801";2;1;80;52;3885580;3893105;7525
"811";2;1;44;53;3895587;3900104;4517
"821";2;1;68;54;3903002;3908204;5202
"83";2;3;70;55;3911103;3917762;6659
"841";2;1;12;56;3920949;3926437;5488
"86";2;3;6;57;3932155;3937095;4940
"88";2;1;32;58;3942573;3949769;7196
"90";2;3;22;59;3955218;3961967;6749
"921";2;1;60;60;3968894;3973202;4308
"93";2;3;90;61;3975722;3984918;9196
"941";2;3;66;62;3987778;3994785;7007
"951";2;3;14;63;3997518;4004442;6924
"971";2;1;76;64;4009932;4014909;4977
"98";2;1;84;65;4017522;4023075;5553
"991";2;1;56;66;4025856;4031133;5277
"100";2;3;34;67;4033907;4041499;7592
"102";2;3;82;68;4047485;4055082;7597
"1031";2;3;94;69;4058156;4064565;6409
"1041";2;1;28;70;4067169;4071743;4574
"106";2;1;92;71;4077346;4082990;5644
"1071";2;1;16;72;4085750;4090131;4381
"1091";2;3;10;73;4097452;4105205;7753
"1111";2;1;96;74;4111510;4115009;3499
"1121";2;3;58;75;4117572;4124698;7126
"113";2;3;42;76;4127288;4134555;7267
"1141";2;3;50;77;4137199;4145154;7955
"115";2;3;74;78;4148914;4154662;5748
"1161";2;3;62;79;4157388;4164245;6857
"1171";2;3;98;80;4166857;4173095;6238
"118";2;3;54;81;4175709;4182222;6513
"1191";2;1;100;82;4185080;4189687;4607
"1201";2;1;52;83;4192299;4198219;5920
"1211";2;3;86;84;4200744;4207695;6951
"1221";2;3;38;85;4210885;4216168;5283
"124";2;1;88;86;4222141;4226876;4735
"1251";2;3;30;87;4229777;4237301;7524
"127";2;3;2;88;4244545;4251400;6855
"129";2;1;72;89;4258987;4267475;8488
"1301";2;3;46;90;4270495;4276907;6412
"131";2;1;4;91;4279547;4282749;3202
"133";2;1;8;92;4288832;4293991;5159
"1351";2;1;36;93;4300222;4305302;5080
"1371";2;1;48;94;4311134;4315623;4489
"1381";2;3;78;95;4318435;4325248;6813
"1391";2;3;26;96;4327915;4334512;6597
"141";2;3;18;97;4340211;4344964;4753
"1431";2;1;40;98;4351288;4354922;3634
"1451";2;1;20;99;4360119;4364413;4294
"1471";2;1;24;100;4371749;4377487;5738
"911";3;1;63;1;6088779;6091842;3063
"1011";3;1;79;2;6095007;6098320;3313
"1112";3;1;43;3;6100775;6105370;4595
"1212";3;1;67;4;6107745;6110653;2908
"1310";3;3;69;5;6112986;6118355;5369
"148";3;1;11;6;6120818;6125152;4334
"161";3;3;5;7;6130925;6136357;5432
"181";3;1;31;8;6143240;6146877;3637
"201";3;3;21;9;6153552;6158376;4824
"222";3;1;59;10;6163713;6167151;3438
"231";3;3;89;11;6169523;6174847;5324
"242";3;3;65;12;6177430;6183168;5738
"252";3;3;13;13;6186129;6190842;4713
"272";3;1;75;14;6197890;6204775;6885
"281";3;1;83;15;6207250;6209858;2608
"292";3;1;55;16;6212235;6215866;3631
"301";3;3;33;17;6218164;6222716;4552
"321";3;3;81;18;6227515;6231565;4050
"332";3;3;93;19;6234253;6241948;7695
"342";3;1;27;20;6244679;6248798;4119
"361";3;1;91;21;6254974;6259531;4557
"372";3;1;15;22;6261858;6264973;3115
"392";3;3;9;23;6270618;6273645;3027
"412";3;1;95;24;6279275;6285166;5891
"422";3;3;57;25;6288677;6292097;3420
"431";3;3;41;26;6294522;6297871;3349
"442";3;3;49;27;6300259;6306288;6029
"451";3;3;73;28;6308678;6315629;6951
"462";3;3;61;29;6318032;6323813;5781
"472";3;3;97;30;6326629;6330278;3649
"481";3;3;53;31;6333945;6339528;5583
"492";3;1;99;32;6342353;6345123;2770
"502";3;1;51;33;6347951;6351903;3952
"512";3;3;85;34;6355094;6360344;5250
"522";3;3;37;35;6363495;6368460;4965
"541";3;1;87;36;6374138;6377568;3430
"552";3;3;29;37;6380277;6384594;4317
"571";3;3;1;38;6390805;6395693;4888
"591";3;1;71;39;6401342;6404634;3292
"602";3;3;45;40;6407230;6410450;3220
"611";3;1;3;41;6413702;6416367;2665
"631";3;1;7;42;6421853;6425328;3475
"652";3;1;35;43;6431653;6435624;3971
"672";3;1;47;44;6440905;6445737;4832
"682";3;3;77;45;6448068;6452266;4198
"692";3;3;25;46;6454971;6460682;5711
"711";3;3;17;47;6469332;6474365;5033
"732";3;1;39;48;6533099;6537930;4831
"752";3;1;19;49;6545508;6550012;4504
"772";3;1;23;50;6615160;6618893;3733
"792";3;4;98;51;6623593;6627651;4058
"802";3;2;84;52;6630420;6634251;3831
"812";3;4;82;53;6637030;6640084;3054
"822";3;4;10;54;6642754;6647450;4696
"842";3;2;92;55;6654306;6657767;3461
"851";3;2;36;56;6660042;6663925;3883
"871";3;4;38;57;6670555;6675216;4661
"891";3;2;8;58;6681100;6684561;3461
"912";3;4;54;59;6689916;6694015;4099
"922";3;2;20;60;6697000;6700965;3965
"942";3;2;48;61;6706744;6710715;3971
"952";3;2;56;62;6713076;6715598;2522
"961";3;2;44;63;6718100;6720631;2531
"972";3;2;24;64;6723859;6726388;2529
"992";3;2;40;65;6731517;6733681;2164
"1012";3;4;2;66;6738739;6742245;3506
"1032";3;2;72;67;6747605;6752453;4848
"1042";3;2;100;68;6755837;6759805;3968
"1051";3;2;16;69;6762643;6766313;3670
"1072";3;2;52;70;6773187;6776208;3021
"1081";3;4;62;71;6779002;6781671;2669
"1092";3;4;78;72;6784081;6788368;4287
"1101";3;2;96;73;6791291;6793470;2179
"1113";3;2;60;74;6796711;6799270;2559
"1122";3;2;12;75;6801797;6803903;2106
"1142";3;4;26;76;6809279;6812281;3002
"1162";3;4;86;77;6818602;6822719;4117
"1172";3;4;34;78;6825558;6829752;4194
"1192";3;2;68;79;6835446;6838435;2989
"1202";3;2;80;80;6841587;6844347;2760
"1213";3;4;94;81;6847062;6849916;2854
"1222";3;4;66;82;6852487;6856018;3531
"1231";3;4;18;83;6858499;6860829;2330
"1252";3;4;58;84;6866202;6869981;3779
"1261";3;4;6;85;6872461;6875621;3160
"1281";3;2;4;86;6880330;6881909;1579
"1302";3;2;28;87;6886915;6890767;3852
"1321";3;4;22;88;6896481;6899316;2835
"1341";3;2;76;89;6904734;6909458;4724
"1352";3;4;74;90;6912364;6917716;5352
"1361";3;2;88;91;6920703;6923904;3201
"1372";3;4;46;92;6926809;6930682;3873
"1382";3;2;64;93;6933309;6938514;5205
"1392";3;4;42;94;6941435;6944026;2591
"1401";3;4;30;95;6946933;6950990;4057
"1421";3;4;70;96;6956256;6960556;4300
"1432";3;4;50;97;6964069;6968022;3953
"1441";3;4;90;98;6970891;6974860;3969
"1452";3;2;32;99;6977522;6980347;2825
"1472";3;4;14;100;6987215;6991430;4215
"913";4;4;97;1;9381453;9386873;5420
"1013";4;2;83;2;9391237;9394906;3669
"1114";4;4;81;3;9398314;9405272;6958
"1214";4;4;9;4;9408631;9414155;5524
"149";4;2;91;5;9420315;9424822;4507
"151";4;2;35;6;9427808;9431638;3830
"171";4;4;37;7;9437427;9442879;5452
"191";4;2;7;8;9448255;9452704;4449
"211";4;4;53;9;9460247;9464662;4415
"223";4;2;19;10;9467390;9472011;4621
"243";4;2;47;11;9478932;9482753;3821
"253";4;2;55;12;9485307;9489302;3995
"261";4;2;43;13;9491795;9497577;5782
"273";4;2;23;14;9500813;9504960;4147
"293";4;2;39;15;9511024;9515243;4219
"311";4;4;1;16;9520827;9529609;8782
"333";4;2;71;17;9537649;9542376;4727
"343";4;2;99;18;9545399;9551633;6234
"351";4;2;15;19;9554485;9559408;4923
"373";4;2;51;20;9565587;9571224;5637
"381";4;4;61;21;9574282;9581666;7384
"393";4;4;77;22;9584616;9590040;5424
"401";4;2;95;23;9592647;9598873;6226
"413";4;2;59;24;9601963;9609740;7777
"423";4;2;11;25;9612527;9616515;3988
"443";4;4;25;26;9622448;9630322;7874
"463";4;4;85;27;9635738;9641714;5976
"473";4;4;33;28;9644168;9648105;3937
"493";4;2;67;29;9655108;9660846;5738
"503";4;2;79;30;9663347;9666754;3407
"513";4;4;93;31;9669650;9677246;7596
"523";4;4;65;32;9681577;9687195;5618
"531";4;4;17;33;9689789;9696712;6923
"553";4;4;57;34;9702638;9711078;8440
"561";4;4;5;35;9714333;9724777;10444
"581";4;2;3;36;9730632;9735719;5087
"603";4;2;27;37;9741530;9748093;6563
"621";4;4;21;38;9754188;9760601;6413
"641";4;2;75;39;9765831;9774176;8345
"653";4;4;73;40;9777989;9783642;5653
"661";4;2;87;41;9787095;9791358;4263
"673";4;4;45;42;9793691;9799233;5542
"683";4;2;63;43;9801959;9807258;5299
"693";4;4;41;44;9809628;9814224;4596
"701";4;4;29;45;9816642;9823532;6890
"721";4;4;69;46;9829257;9844948;15691
"733";4;4;49;47;9847655;9857089;9434
"741";4;4;89;48;10004496;10009795;5299
"753";4;2;31;49;10013056;10019478;6422
"773";4;4;13;50;10024586;10030903;6317
"793";4;3;64;51;10037079;10045819;8740
"803";4;3;80;52;10049240;10056343;7103
"813";4;3;44;53;10059237;10067985;8748
"823";4;3;68;54;10071200;10078934;7734
"831";4;1;70;55;10081399;10089501;8102
"843";4;3;12;56;10093077;10100633;7556
"861";4;1;6;57;10106656;10112433;5777
"881";4;3;32;58;10118785;10126049;7264
"901";4;1;22;59;10131846;10137099;5253
"923";4;3;60;60;10143685;10150573;6888
"931";4;1;90;61;10153380;10158123;4743
"943";4;1;66;62;10161095;10167115;6020
"953";4;1;14;63;10170304;10177756;7452
"973";4;3;76;64;10183369;10190280;6911
"981";4;3;84;65;10194571;10203613;9042
"993";4;3;56;66;10208567;10214204;5637
"1001";4;1;34;67;10224795;10236270;11475
"1021";4;1;82;68;10242070;10247095;5025
"1033";4;1;94;69;10249749;10258569;8820
"1043";4;3;28;70;10263206;10273844;10638
"1061";4;3;92;71;10278793;10287394;8601
"1073";4;3;16;72;10290406;10297251;6845
"1093";4;1;10;73;10307101;10312184;5083
"1115";4;3;96;74;10350034;10357241;7207
"1123";4;1;58;75;10363105;10369516;6411
"1131";4;1;42;76;10372610;10376916;4306
"1143";4;1;50;77;10380475;10386482;6007
"1151";4;1;74;78;10390249;10394331;4082
"1163";4;1;62;79;10397081;10400823;3742
"1173";4;1;98;80;10405039;10409689;4650
"1181";4;1;54;81;10414953;10419564;4611
"1193";4;3;100;82;10456651;10463264;6613
"1203";4;3;52;83;10469602;10477097;7495
"1215";4;1;86;84;10481052;10488496;7444
"1223";4;1;38;85;10493472;10497896;4424
"1241";4;3;88;86;10503842;10510754;6912
"1253";4;1;30;87;10514484;10522228;7744
"1271";4;1;2;88;10565192;10570427;5235
"1291";4;3;72;89;10577035;10585242;8207
"1303";4;1;46;90;10588412;10593909;5497
"1311";4;3;4;91;10598588;10606775;8187
"1331";4;3;8;92;10613309;10619600;6291
"1353";4;3;36;93;10625512;10632732;7220
"1373";4;3;48;94;10638779;10645932;7153
"1383";4;1;78;95;10649124;10654182;5058
"1393";4;1;26;96;10657296;10661757;4461
"1411";4;1;18;97;10667194;10674556;7362
"1433";4;3;40;98;10679769;10685856;6087
"1453";4;3;20;99;10692939;10700455;7516
"1473";4;3;24;100;10705827;10716430;10603
"914";5;1;33;1;13626644;13630645;4001
"1116";5;3;91;2;13636948;13642653;5705
"1216";5;3;79;3;13645203;13654719;9516
"1312";5;1;25;4;13657354;13666393;9039
"152";5;3;11;5;13671990;13678960;6970
"172";5;1;41;6;13684485;13692009;7524
"182";5;1;29;7;13694524;13701226;6702
"202";5;3;83;8;13706663;13711292;4629
"212";5;3;59;9;13714062;13718958;4896
"224";5;3;67;10;13722094;13730508;8414
"232";5;1;57;11;13733743;13739874;6131
"244";5;1;17;12;13743244;13748532;5288
"262";5;1;53;13;13754506;13761673;7167
"274";5;1;85;14;13764017;13770423;6406
"282";5;1;13;15;13772740;13777773;5033
"302";5;1;81;16;13782934;13787056;4122
"312";5;3;87;17;13790820;13795072;4252
"322";5;1;45;18;13797646;13801197;3551
"334";5;1;1;19;13804691;13812338;7647
"352";5;3;55;20;13820077;13828238;8161
"362";5;1;73;21;13831393;13841587;10194
"374";5;3;43;22;13844573;13852570;7997
"382";5;1;77;23;13855284;13860786;5502
"394";5;1;89;24;13864226;13867986;3760
"402";5;1;49;25;13870549;13876069;5520
"414";5;3;27;26;13878507;13884677;6170
"432";5;1;9;27;13891150;13894994;3844
"452";5;3;99;28;13901087;13908626;7539
"464";5;1;97;29;13910944;13916776;5832
"474";5;3;75;30;13919866;13930367;10501
"482";5;1;21;31;13933038;13937901;4863
"504";5;1;65;32;13944052;13949083;5031
"514";5;3;63;33;13952605;13958166;5561
"524";5;3;71;34;13960607;13965549;4942
"532";5;3;3;35;13968738;13973749;5011
"554";5;1;5;36;13979768;13984649;4881
"572";5;3;7;37;13991805;13996698;4893
"592";5;3;35;38;14002884;14008481;5597
"612";5;3;47;39;14014660;14021339;6679
"622";5;1;37;40;14023833;14027697;3864
"642";5;3;19;41;14033875;14038847;4972
"662";5;1;69;42;14043882;14054988;11106
"674";5;3;39;43;14057389;14062296;4907
"694";5;1;61;44;14069000;14072270;3270
"702";5;1;93;45;14076323;14081720;5397
"712";5;3;51;46;14084729;14091062;6333
"722";5;3;15;47;14094308;14105461;11153
"742";5;3;95;48;14209737;14215290;5553
"754";5;3;31;49;14218427;14225915;7488
"774";5;3;23;50;14231794;14237590;5796
"794";5;4;36;51;14243986;14253298;9312
"814";5;2;38;52;14259123;14261489;2366
"832";5;4;28;53;14267149;14276105;8956
"852";5;4;68;54;14281823;14286180;4357
"862";5;2;18;55;14288788;14292896;4108
"882";5;4;8;56;14299184;14304921;5737
"902";5;4;20;57;14310708;14315837;5129
"924";5;4;40;58;14322035;14325828;3793
"944";5;4;60;59;14330896;14336244;5348
"954";5;4;56;60;14339012;14343536;4524
"962";5;2;30;61;14346305;14350969;4664
"982";5;2;14;62;14356525;14360252;3727
"1002";5;4;52;63;14365598;14370301;4703
"1014";5;4;80;64;14376593;14384926;8333
"1022";5;2;2;65;14387727;14391118;3391
"1044";5;2;98;66;14397109;14399892;2783
"1052";5;4;32;67;14402446;14407709;5263
"1074";5;2;62;68;14412848;14417642;4794
"1082";5;2;6;69;14420067;14422950;2883
"1102";5;4;92;70;14430400;14436166;5766
"1117";5;4;12;71;14439116;14445241;6125
"1132";5;4;16;72;14450698;14454857;4159
"1152";5;4;76;73;14461552;14467590;6038
"1164";5;2;78;74;14471087;14476790;5703
"1174";5;4;48;75;14481249;14487697;6448
"1182";5;2;74;76;14490201;14494580;4379
"1194";5;2;82;77;14497716;14504730;7014
"1204";5;4;84;78;14508137;14514055;5918
"1217";5;4;96;79;14517216;14521838;4622
"1224";5;2;50;80;14528193;14538679;10486
"1232";5;2;26;81;14541335;14545029;3694
"1254";5;4;64;82;14551233;14558511;7278
"1262";5;2;90;83;14561701;14567811;6110
"1272";5;2;46;84;14571630;14575369;3739
"1282";5;2;42;85;14578206;14581502;3296
"1292";5;2;58;86;14584612;14589261;4649
"1304";5;4;44;87;14595424;14600385;4961
"1313";5;2;54;88;14603032;14606218;3186
"1322";5;4;72;89;14610433;14619468;9035
"1332";5;2;66;90;14623159;14627476;4317
"1342";5;2;10;91;14634006;14637442;3436
"1362";5;4;88;92;14644027;14650250;6223
"1374";5;2;94;93;14653738;14657558;3820
"1384";5;2;86;94;14661106;14663991;2885
"1394";5;2;34;95;14671339;14678982;7643
"1412";5;4;4;96;14685532;14688957;3425
"1434";5;2;70;97;14698769;14704423;5654
"1442";5;4;100;98;14707627;14711706;4079
"1454";5;2;22;99;14718967;14722672;3705
"1474";5;4;24;100;14729280;14734389;5109
"915";6;2;97;1;16552108;16555828;3720
"1015";6;4;83;2;16558376;16562452;4076
"1118";6;2;81;3;16564923;16568760;3837
"1218";6;2;9;4;16571524;16574160;2636
"1410";6;4;91;5;16579487;16583043;3556
"153";6;4;35;6;16586403;16590976;4573
"173";6;2;37;7;16597400;16600709;3309
"192";6;4;7;8;16607378;16611109;3731
"213";6;2;53;9;16617106;16621067;3961
"225";6;4;19;10;16623805;16628842;5037
"245";6;4;47;11;16634620;16638524;3904
"254";6;4;55;12;16642484;16647316;4832
"263";6;4;43;13;16686287;16689456;3169
"275";6;4;23;14;16692782;16696506;3724
"294";6;4;39;15;16704155;16708330;4175
"313";6;2;1;16;16715143;16719388;4245
"335";6;4;71;17;16725585;16729996;4411
"344";6;4;99;18;16733149;16736638;3489
"353";6;4;15;19;16739775;16743271;3496
"375";6;4;51;20;16754563;16758445;3882
"383";6;2;61;21;16763497;16766645;3148
"395";6;2;77;22;16770038;16772928;2890
"403";6;4;95;23;16775615;16780469;4854
"415";6;4;59;24;16785327;16788036;2709
"424";6;4;11;25;16793732;16797844;4112
"444";6;2;25;26;16809086;16812276;3190
"465";6;2;85;27;16821087;16824585;3498
"475";6;2;33;28;16827846;16830734;2888
"494";6;4;67;29;16898073;16902267;4194
"505";6;4;79;30;16906012;16909650;3638
"515";6;2;93;31;16912984;16916258;3274
"525";6;2;65;32;16923181;16926466;3285
"533";6;2;17;33;16930427;16934082;3655
"555";6;2;57;34;16940571;16943465;2894
"562";6;2;5;35;16946729;16949557;2828
"582";6;4;3;36;16955600;16959840;4240
"604";6;4;27;37;16967101;16971157;4056
"623";6;2;21;38;16976701;16980506;3805
"643";6;4;75;39;16987627;16992147;4520
"654";6;2;73;40;16994913;16999839;4926
"663";6;4;87;41;17002227;17006438;4211
"675";6;2;45;42;17011557;17014163;2606
"684";6;4;63;43;17016836;17020129;3293
"695";6;2;41;44;17023480;17026013;2533
"703";6;2;29;45;17028766;17032220;3454
"723";6;2;69;46;17038227;17042753;4526
"734";6;2;49;47;17047145;17050070;2925
"743";6;2;89;48;17089766;17092152;2386
"755";6;4;31;49;17099584;17104210;4626
"78";6;2;13;51;17125603;17128467;2864
"804";6;1;64;52;17134878;17139225;4347
"815";6;1;80;53;17144185;17148766;4581
"824";6;1;44;54;17155601;17159616;4015
"844";6;1;68;56;17264588;17267831;3243
"853";6;3;70;57;17277777;17282597;4820
"863";6;1;12;58;17288710;17292672;3962
"883";6;3;6;59;17305554;17310313;4759
"903";6;1;32;60;17318447;17321996;3549
"925";6;3;22;61;17330144;17335337;5193
"945";6;1;60;62;17341651;17345162;3511
"955";6;3;90;63;17347346;17352778;5432
"963";6;3;66;64;17357212;17363194;5982
"974";6;3;14;65;17371818;17376886;5068
"994";6;1;76;66;17383456;17387127;3671
"1003";6;1;84;67;17392874;17397385;4511
"1016";6;1;56;68;17403703;17407043;3340
"1023";6;3;34;69;17414313;17419459;5146
"1045";6;3;82;70;17425160;17430934;5774
"1053";6;3;94;71;17436203;17442609;6406
"1062";6;1;28;72;17444931;17449725;4794
"1083";6;1;92;73;17458315;17463499;5184
"1094";6;1;16;74;17470339;17474849;4510
"1119";6;3;10;75;17483743;17488832;5089
"1133";6;1;96;76;17496546;17499531;2985
"1144";6;3;58;77;17505190;17510448;5258
"1153";6;3;42;78;17517379;17522831;5452
"1165";6;3;50;79;17527305;17532322;5017
"1175";6;3;74;80;17537479;17542788;5309
"1183";6;3;62;81;17547061;17551763;4702
"1195";6;3;98;82;17559274;17562979;3705
"1205";6;3;54;83;17568425;17574304;5879
"1219";6;1;100;84;17578789;17582887;4098
"1225";6;1;52;85;17589814;17594486;4672
"1233";6;3;86;86;17597764;17602645;4881
"1242";6;3;38;87;17607876;17612477;4601
"1263";6;1;88;88;17618539;17624452;5913
"1273";6;3;30;89;17629577;17634093;4516
"1293";6;3;2;90;17643673;17649268;5595
"1314";6;1;72;91;17658184;17663650;5466
"1323";6;3;46;92;17666175;17671992;5817
"1333";6;1;4;93;17677276;17681758;4482
"1354";6;1;8;94;17687160;17692333;5173
"1375";6;1;36;95;17698411;17702383;3972
"1395";6;1;48;96;17707690;17713032;5342
"1402";6;3;78;97;17715997;17720765;4768
"1413";6;3;26;98;17723464;17728765;5301
"1435";6;3;18;99;17737550;17742381;4831
"1455";6;1;40;100;17752664;17758222;5558
"1475";6;1;20;101;17767894;17772222;4328
"1491";6;1;24;102;17779925;17783671;3746
"916";7;1;63;1;26095767;26102458;6691
"1017";7;1;79;2;26140235;26145107;4872
"1120";7;1;43;3;26149236;26158848;9612
"1220";7;1;67;4;26161652;26168614;6962
"1315";7;3;69;5;26171454;26179805;8351
"1414";7;1;11;6;26182961;26188580;5619
"162";7;3;5;7;26195349;26202471;7122
"183";7;1;31;8;26208615;26215613;6998
"203";7;3;21;9;26221930;26233803;11873
"226";7;1;59;10;26244092;26250870;6778
"233";7;3;89;11;26254052;26263219;9167
"246";7;3;65;12;26266834;26277277;10443
"255";7;3;13;13;26279669;26289468;9799
"276";7;1;75;14;26295580;26302426;6846
"283";7;1;83;15;26305528;26310042;4514
"295";7;1;55;16;26314101;26320559;6458
"303";7;3;33;17;26323863;26332350;8487
"323";7;3;81;18;26337520;26344591;7071
"336";7;3;93;19;26350758;26357799;7041
"345";7;1;27;20;26360579;26366615;6036
"363";7;1;91;21;26371690;26377165;5475
"376";7;1;15;22;26379669;26385448;5779
"396";7;3;9;23;26391073;26397331;6258
"416";7;1;95;24;26402219;26407739;5520
"425";7;3;57;25;26410033;26416580;6547
"433";7;3;41;26;26419948;26431747;11799
"445";7;3;49;27;26434597;26444012;9415
"453";7;3;73;28;26446492;26456279;9787
"466";7;3;61;29;26458650;26467887;9237
"476";7;3;97;30;26470366;26484553;14187
