"";"sub";"item";"cond";"seq";"dependnum";"start";"end";"duration_ms";"correctresp";"subresp";"accuracy"
"459";12;31;2;19;1;12998691;13001267;2576;0;0;1
"460";12;13;4;20;1;13008314;13010372;2058;1;1;1
"461";12;12;3;21;1;13063804;13066027;2223;1;1;1
"462";12;6;1;22;1;13074421;13076727;2306;1;1;1
"463";12;32;3;23;1;13083488;13085799;2311;0;0;1
"464";12;22;1;24;1;13093328;13095658;2330;0;0;1
"465";12;14;1;25;1;13128720;13130684;1964;1;1;1
"466";12;34;1;26;1;13163244;13168142;4898;0;0;1
"467";12;28;3;27;1;13197418;13199433;2015;0;0;1
"468";12;16;3;28;1;13214459;13217014;2555;1;1;1
"469";12;10;1;29;1;13224616;13227714;3098;1;1;1
"470";12;38;1;30;1;13317948;13320128;2180;0;0;1
"471";12;30;1;31;1;13339793;13342000;2207;0;0;1
"472";12;2;1;32;1;13352671;13355563;2892;1;1;1
"473";12;4;3;33;1;13383351;13386812;3461;1;1;1
"474";12;8;3;34;1;13395952;13398005;2053;1;1;1
"475";12;36;3;35;1;13404468;13406622;2154;0;0;1
"476";12;26;1;36;1;13436334;13438564;2230;0;0;1
"477";12;18;1;37;1;13446899;13449594;2695;1;1;1
"478";12;40;3;38;1;13455807;13457607;1800;0;0;1
"479";12;20;3;39;1;13465440;13467379;1939;1;1;1
"480";12;24;3;40;1;13475680;13477787;2107;0;0;1
"481";13;11;3;1;1;15280303;15284314;4011;1;1;1
"482";13;5;1;2;1;15292122;15294764;2642;1;1;1
"483";13;31;3;3;1;15303219;15305705;2486;0;0;1
"484";13;21;1;4;1;15314580;15317430;2850;0;0;1
"485";13;13;1;5;1;15346656;15350070;3414;1;1;1
"486";13;33;1;6;1;15385217;15387428;2211;0;0;1
"487";13;27;3;7;1;15413982;15416100;2118;0;0;1
"488";13;15;3;8;1;15434310;15437874;3564;1;1;1
"489";13;9;1;9;1;15444237;15446750;2513;1;1;1
"490";13;37;1;10;1;15572335;15574686;2351;0;0;1
"491";13;29;1;11;1;15594126;15596561;2435;0;0;1
"492";13;1;1;12;1;15605747;15608460;2713;1;0;0
"493";13;3;3;13;1;15634974;15637668;2694;1;1;1
"494";13;7;3;14;1;15643843;15646634;2791;1;1;1
"495";13;35;3;15;1;15655878;15658241;2363;0;0;1
"496";13;25;1;16;1;15687626;15689688;2062;0;0;1
"497";13;17;1;17;1;15722967;15725438;2471;1;1;1
"498";13;39;3;18;1;15731410;15733722;2312;0;0;1
"499";13;19;3;19;1;15740409;15743296;2887;1;1;1
"500";13;23;3;20;1;15749620;15751698;2078;0;0;1
"501";13;10;2;21;1;15778629;15781371;2742;1;1;1
"502";13;36;4;22;1;15796360;15798612;2252;0;0;1
"503";13;38;2;23;1;15809504;15811503;1999;0;0;1
"504";13;8;4;24;1;15818118;15820694;2576;1;1;1
"505";13;20;4;25;1;15832864;15835360;2496;1;1;1
"506";13;24;4;26;1;15863694;15866035;2341;0;0;1
"507";13;40;4;27;1;15874629;15876533;1904;0;0;1
"508";13;2;2;28;1;15881203;15885233;4030;1;0;0
"509";13;16;4;29;1;15907748;15910583;2835;1;1;1
"510";13;12;4;30;1;15946840;15949622;2782;1;1;1
"511";13;26;2;31;1;15955633;15958048;2415;0;0;1
"512";13;34;2;32;1;15968725;15971181;2456;0;0;1
"513";13;18;2;33;1;16003774;16006521;2747;1;1;1
"514";13;6;2;34;1;16018372;16021020;2648;1;1;1
"515";13;4;4;35;1;16028026;16030010;1984;1;1;1
"516";13;28;4;36;1;16037207;16039135;1928;0;0;1
"517";13;22;2;37;1;16046408;16048738;2330;0;0;1
"518";13;30;2;38;1;16120334;16123150;2816;0;0;1
"519";13;32;4;39;1;16149523;16151545;2022;0;0;1
"520";13;14;2;40;1;16156739;16159106;2367;1;1;1
"521";14;9;2;1;1;18114660;18118400;3740;1;1;1
"522";14;35;4;2;1;18143753;18147260;3507;0;0;1
"523";14;37;2;3;1;18161271;18166854;5583;0;1;0
"524";14;7;4;4;1;18179216;18184173;4957;1;1;1
"525";14;19;4;5;1;18203357;18206507;3150;1;1;1
"526";14;23;4;6;1;18247937;18250978;3041;0;0;1
"527";14;39;4;7;1;18262874;18266331;3457;0;0;1
"528";14;1;2;8;1;18277203;18281740;4537;1;1;1
"529";14;15;4;9;1;18315373;18319791;4418;1;1;1
"530";14;11;4;10;1;18381418;18385219;3801;1;1;1
"531";14;25;2;11;1;18398302;18403181;4879;0;0;1
"532";14;33;2;12;1;18420133;18422752;2619;0;0;1
"533";14;17;2;13;1;18471038;18474274;3236;1;1;1
"534";14;5;2;14;1;18491790;18495298;3508;1;1;1
"535";14;3;4;15;1;18505770;18509476;3706;1;1;1
"536";14;27;4;16;1;18520530;18523173;2643;0;0;1
"537";14;21;2;17;1;18533594;18537918;4324;0;0;1
"538";14;29;2;18;1;18605252;18608801;3549;0;0;1
"539";14;31;4;19;1;18648762;18651934;3172;0;0;1
"540";14;13;2;20;1;18660368;18663502;3134;1;1;1
"541";14;12;1;21;1;18725151;18728321;3170;1;1;1
"542";14;6;3;22;1;18737512;18740978;3466;1;1;1
"543";14;32;1;23;1;18750448;18753765;3317;0;0;1
"544";14;22;3;24;1;18766213;18769572;3359;0;0;1
"545";14;14;3;25;1;18818358;18822072;3714;1;1;1
"546";14;34;3;26;1;18862697;18866932;4235;0;0;1
"547";14;28;1;27;1;18906218;18909557;3339;0;0;1
"548";14;16;1;28;1;18930841;18934562;3721;1;1;1
"549";14;10;3;29;1;18948380;18952553;4173;1;1;1
"550";14;38;3;30;1;19115154;19118165;3011;0;0;1
"551";14;30;3;31;1;19138432;19143238;4806;0;0;1
"552";14;2;3;32;1;19156155;19162408;6253;1;1;1
"553";14;4;1;33;1;19193890;19197371;3481;1;1;1
"554";14;8;1;34;1;19207001;19210730;3729;1;1;1
"555";14;36;1;35;1;19220195;19224299;4104;0;0;1
"556";14;26;3;36;1;19258995;19262342;3347;0;0;1
"557";14;18;3;37;1;19272951;19275791;2840;1;1;1
"558";14;40;1;38;1;19284403;19286843;2440;0;0;1
"559";14;20;1;39;1;19296786;19300064;3278;1;1;1
"560";14;24;1;40;1;19313481;19316009;2528;0;0;1
"561";15;11;1;1;1;20946556;20949598;3042;1;1;1
"562";15;5;3;2;1;20957832;20960116;2284;1;1;1
"563";15;31;1;3;1;20966673;20968956;2283;0;0;1
"564";15;21;3;4;1;20976421;20978631;2210;0;0;1
"565";15;13;3;5;1;21008248;21010388;2140;1;1;1
"566";15;33;3;6;1;21039182;21041345;2163;0;0;1
"567";15;27;1;7;1;21065880;21068193;2313;0;0;1
"568";15;15;1;8;1;21080182;21083027;2845;1;1;1
"569";15;9;3;9;1;21090732;21093218;2486;1;1;1
"570";15;37;3;10;1;21184784;21186965;2181;0;0;1
"571";15;29;3;11;1;21200678;21203047;2369;0;0;1
"572";15;1;3;12;1;21212099;21215030;2931;1;1;1
"573";15;3;1;13;1;21233690;21236171;2481;1;1;1
"574";15;7;1;14;1;21241578;21244421;2843;1;1;1
"575";15;35;1;15;1;21251161;21253779;2618;0;0;1
"576";15;25;3;16;1;21273014;21275837;2823;0;0;1
"577";15;17;3;17;1;21284338;21286376;2038;1;1;1
"578";15;39;1;18;1;21324407;21326578;2171;0;0;1
"579";15;19;1;19;1;21333706;21336126;2420;1;0;0
"580";15;23;1;20;1;21340951;21343684;2733;0;0;1
"581";15;10;4;21;1;21371119;21372925;1806;1;1;1
"582";15;36;2;22;1;21384577;21387224;2647;0;0;1
"583";15;38;4;23;1;21393676;21395599;1923;0;0;1
"584";15;8;2;24;1;21401846;21404607;2761;1;1;1
"585";15;20;2;25;1;21417027;21419507;2480;1;1;1
"586";15;24;2;26;1;21443193;21446198;3005;0;0;1
"587";15;40;2;27;1;21451438;21453514;2076;0;0;1
"588";15;2;4;28;1;21461294;21464071;2777;1;1;1
"589";15;16;2;29;1;21485396;21488186;2790;1;1;1
"590";15;12;2;30;1;21522816;21525044;2228;1;1;1
"591";15;26;4;31;1;21531196;21533061;1865;0;0;1
"592";15;34;4;32;1;21546509;21549693;3184;0;0;1
"593";15;18;4;33;1;21586373;21588859;2486;1;1;1
"594";15;6;4;34;1;21603529;21605676;2147;1;1;1
"595";15;4;2;35;1;21610958;21614190;3232;1;1;1
"596";15;28;2;36;1;21620408;21622633;2225;0;0;1
"597";15;22;4;37;1;21627648;21629949;2301;0;1;0
"598";15;30;4;38;1;21677760;21681155;3395;0;0;1
"599";15;32;2;39;1;21707032;21710080;3048;0;1;0
"600";15;14;4;40;1;21717337;21719221;1884;1;1;1
"601";16;9;4;1;1;23660104;23662604;2500;1;1;1
"602";16;35;2;2;1;23675413;23678366;2953;0;0;1
"603";16;37;4;3;1;23685279;23687534;2255;0;0;1
"604";16;7;2;4;1;23696696;23700937;4241;1;1;1
"605";16;19;2;5;1;23718401;23721279;2878;1;1;1
"606";16;23;2;6;1;23748776;23751978;3202;0;0;1
"607";16;39;2;7;1;23759264;23761771;2507;0;0;1
"608";16;1;4;8;1;23768453;23771089;2636;1;1;1
"609";16;15;2;9;1;23787890;23790277;2387;1;1;1
"610";16;11;2;10;1;23828452;23831744;3292;1;1;1
"611";16;25;4;11;1;23838981;23841489;2508;0;0;1
"612";16;33;4;12;1;23857413;23859249;1836;0;0;1
"613";16;17;4;13;1;23891011;23893767;2756;1;1;1
"614";16;5;4;14;1;23907396;23910726;3330;1;1;1
"615";16;3;2;15;1;23915556;23919230;3674;1;1;1
"616";16;27;2;16;1;23926836;23928857;2021;0;0;1
"617";16;21;4;17;1;23938382;23940865;2483;0;0;1
"618";16;29;4;18;1;23992663;23995115;2452;0;0;1
"619";16;31;2;19;1;24147562;24149630;2068;0;0;1
"620";16;13;4;20;1;24154965;24157760;2795;1;1;1
"621";16;12;3;21;1;24198505;24200929;2424;1;1;1
"622";16;6;1;22;1;24206120;24208523;2403;1;1;1
"623";16;32;3;23;1;24215070;24216965;1895;0;0;1
"624";16;22;1;24;1;24222737;24225124;2387;0;0;1
"625";16;14;1;25;1;24250345;24253294;2949;1;1;1
"626";16;34;1;26;1;24282599;24284679;2080;0;0;1
"627";16;28;3;27;1;24313844;24316819;2975;0;0;1
"628";16;16;3;28;1;24368147;24370860;2713;1;1;1
"629";16;10;1;29;1;24376716;24379190;2474;1;1;1
"630";16;38;1;30;1;24442077;24445259;3182;0;0;1
"631";16;30;1;31;1;24455806;24458424;2618;0;0;1
"632";16;2;1;32;1;24465921;24468773;2852;1;1;1
"633";16;4;3;33;1;24485093;24487920;2827;1;1;1
"634";16;8;3;34;1;24494114;24496530;2416;1;1;1
"635";16;36;3;35;1;24503329;24505680;2351;0;0;1
"636";16;26;1;36;1;24522831;24525432;2601;0;0;1
"637";16;18;1;37;1;24529708;24532064;2356;1;1;1
"638";16;40;3;38;1;24537783;24540033;2250;0;0;1
"639";16;20;3;39;1;24546708;24548905;2197;1;1;1
"640";16;24;3;40;1;24554519;24556736;2217;0;0;1
"641";17;11;3;1;1;947822;950985;3163;1;1;1
"642";17;5;1;2;1;958111;960712;2601;1;1;1
"643";17;31;3;3;1;969414;971852;2438;0;0;1
"644";17;21;1;4;1;977511;980294;2783;0;0;1
"645";17;13;1;5;1;1005807;1008979;3172;1;1;1
"646";17;33;1;6;1;1033562;1035790;2228;0;0;1
"647";17;27;3;7;1;1052509;1054950;2441;0;0;1
"648";17;15;3;8;1;1072292;1075024;2732;1;1;1
"649";17;9;1;9;1;1080569;1083352;2783;1;1;1
"650";17;37;1;10;1;1154212;1157087;2875;0;0;1
"651";17;29;1;11;1;1169589;1171870;2281;0;0;1
"652";17;1;1;12;1;1178341;1181136;2795;1;1;1
"653";17;3;3;13;1;1197898;1200648;2750;1;1;1
"654";17;7;3;14;1;1206512;1209346;2834;1;1;1
"655";17;35;3;15;1;1215745;1218154;2409;0;0;1
"656";17;25;1;16;1;1235575;1238009;2434;0;0;1
"657";17;17;1;17;1;1244079;1246356;2277;1;1;1
"658";17;39;3;18;1;1283957;1286400;2443;0;0;1
"659";17;19;3;19;1;1308130;1311146;3016;1;1;1
"660";17;23;3;20;1;1365893;1368477;2584;0;0;1
"661";17;10;2;21;1;1392644;1395527;2883;1;1;1
"662";17;36;4;22;1;1410819;1413162;2343;0;0;1
"663";17;38;2;23;1;1420229;1422841;2612;0;0;1
"664";17;8;4;24;1;1428988;1432058;3070;1;1;1
"665";17;20;4;25;1;1442440;1444544;2104;1;1;1
"666";17;24;4;26;1;1467558;1470444;2886;0;0;1
"667";17;40;4;27;1;1475781;1478478;2697;0;0;1
"668";17;2;2;28;1;1484765;1487221;2456;1;1;1
"669";17;16;4;29;1;1550829;1553482;2653;1;1;1
"670";17;12;4;30;1;1586736;1588914;2178;1;1;1
"671";17;26;2;31;1;1593460;1595998;2538;0;0;1
"672";17;34;2;32;1;1605569;1607906;2337;0;0;1
"673";17;18;2;33;1;1635271;1637462;2191;1;1;1
"674";17;6;2;34;1;1647487;1649805;2318;1;1;1
"675";17;4;4;35;1;1655174;1657496;2322;1;1;1
"676";17;28;4;36;1;1663501;1665858;2357;0;0;1
"677";17;22;2;37;1;1670564;1673045;2481;0;0;1
"678";17;30;2;38;1;1710183;1713203;3020;0;0;1
"679";17;32;4;39;1;1733413;1736028;2615;0;0;1
"680";17;14;2;40;1;1740899;1743455;2556;1;1;1
"681";18;9;2;1;1;640634;642841;2207;1;1;1
"682";18;35;4;2;1;655966;658091;2125;0;0;1
"683";18;37;2;3;1;663840;666831;2991;0;1;0
"684";18;7;4;4;1;673041;676623;3582;1;1;1
"685";18;19;4;5;1;689008;691164;2156;1;1;1
"686";18;23;4;6;1;718722;720689;1967;0;0;1
"687";18;39;4;7;1;727437;729596;2159;0;0;1
"688";18;1;2;8;1;736372;739073;2701;1;1;1
"689";18;15;4;9;1;760030;761971;1941;1;1;1
"690";18;11;4;10;1;805894;808244;2350;1;1;1
"691";18;25;2;11;1;813647;816078;2431;0;0;1
"692";18;33;2;12;1;827434;829201;1767;0;0;1
"693";18;17;2;13;1;858517;861493;2976;1;1;1
"694";18;5;2;14;1;873325;875741;2416;1;1;1
"695";18;3;4;15;1;880834;883350;2516;1;1;1
"696";18;27;4;16;1;890778;892608;1830;0;0;1
"697";18;21;2;17;1;897473;899555;2082;0;0;1
"698";18;29;2;18;1;937725;940156;2431;0;0;1
"699";18;31;4;19;1;960967;963180;2213;0;0;1
"700";18;13;2;20;1;968192;970489;2297;1;1;1
"701";18;12;1;21;1;1008308;1010603;2295;1;1;1
"702";18;6;3;22;1;1016384;1018719;2335;1;1;1
"703";18;32;1;23;1;1024621;1026802;2181;0;0;1
"704";18;22;3;24;1;1033996;1036361;2365;0;0;1
"705";18;14;3;25;1;1058841;1061019;2178;1;1;1
"706";18;34;3;26;1;1082746;1085908;3162;0;0;1
"707";18;28;1;27;1;1104922;1107284;2362;0;0;1
"708";18;16;1;28;1;1117484;1119808;2324;1;1;1
"709";18;10;3;29;1;1125213;1127600;2387;1;1;1
"710";18;38;3;30;1;1200132;1202208;2076;0;0;1
"711";18;30;3;31;1;1213684;1215845;2161;0;0;1
"712";18;2;3;32;1;1221745;1224146;2401;1;1;1
"713";18;4;1;33;1;1240826;1243454;2628;1;1;1
"714";18;8;1;34;1;1248564;1250962;2398;1;1;1
"715";18;36;1;35;1;1255918;1258012;2094;0;0;1
"716";18;26;3;36;1;1274510;1276868;2358;0;0;1
"717";18;18;3;37;1;1281914;1284093;2179;1;1;1
"718";18;40;1;38;1;1288660;1290842;2182;0;0;1
"719";18;20;1;39;1;1296015;1298252;2237;1;1;1
"720";18;24;1;40;1;1303562;1305525;1963;0;0;1
"721";19;11;1;1;1;3474737;3477860;3123;1;1;1
"722";19;5;3;2;1;3491330;3495676;4346;1;1;1
"723";19;31;1;3;1;3510931;3514925;3994;0;0;1
"724";19;21;3;4;1;3526383;3529350;2967;0;0;1
"725";19;13;3;5;1;3583659;3587789;4130;1;1;1
"726";19;33;3;6;1;3638583;3640720;2137;0;0;1
"727";19;27;1;7;1;3675274;3679003;3729;0;0;1
"728";19;15;1;8;1;3700444;3703242;2798;1;1;1
"729";19;9;3;9;1;3717358;3720776;3418;1;1;1
"730";19;37;3;10;1;3852577;3855545;2968;0;0;1
"731";19;29;3;11;1;3873604;3876271;2667;0;0;1
"732";19;1;3;12;1;3886447;3890753;4306;1;1;1
"733";19;3;1;13;1;3918639;3921669;3030;1;1;1
"734";19;7;1;14;1;3932697;3945176;12479;1;1;1
"735";19;35;1;15;1;3955737;3960309;4572;0;0;1
"736";19;25;3;16;1;3986696;3990400;3704;0;0;1
"737";19;17;3;17;1;3999808;4002474;2666;1;1;1
"738";19;39;1;18;1;4010231;4012940;2709;0;0;1
"739";19;19;1;19;1;4023295;4026184;2889;1;1;1
"740";19;23;1;20;1;4039153;4042188;3035;0;0;1
"741";19;10;4;21;1;4093690;4097870;4180;1;1;1
"742";19;36;2;22;1;4115375;4120045;4670;0;0;1
"743";19;38;4;23;1;4128614;4132803;4189;0;0;1
"744";19;8;2;24;1;4141680;4145011;3331;1;1;1
"745";19;20;2;25;1;4160844;4163768;2924;1;1;1
"746";19;24;2;26;1;4207359;4210718;3359;0;0;1
"747";19;40;2;27;1;4217080;4222683;5603;0;0;1
"748";19;2;4;28;1;4230375;4232965;2590;1;1;1
"749";19;16;2;29;1;4258616;4261555;2939;1;1;1
"750";19;12;2;30;1;4316048;4318214;2166;1;1;1
"751";19;26;4;31;1;4327202;4329711;2509;0;0;1
"752";19;34;4;32;1;4349152;4353770;4618;0;0;1
"753";19;18;4;33;1;4398771;4402493;3722;1;1;1
"754";19;6;4;34;1;4422293;4425068;2775;1;1;1
"755";19;4;2;35;1;4438493;4441274;2781;1;1;1
"756";19;28;2;36;1;4454478;4462907;8429;0;0;1
"757";19;22;4;37;1;4471718;4474191;2473;0;0;1
"758";19;30;4;38;1;4548683;4561304;12621;0;0;1
"759";19;32;2;39;1;4599344;4605885;6541;0;0;1
"760";19;14;4;40;1;4616652;4619294;2642;1;1;1
"761";20;9;4;1;1;5050479;5053809;3330;1;1;1
"762";20;35;2;2;1;5065991;5069634;3643;0;0;1
"763";20;37;4;3;1;5076593;5081482;4889;0;0;1
"764";20;7;2;4;1;5089463;5095525;6062;1;1;1
"765";20;19;2;5;1;5113883;5116878;2995;1;1;1
"766";20;23;2;6;1;5143077;5145511;2434;0;0;1
"767";20;39;2;7;1;5153213;5156128;2915;0;0;1
"768";20;1;4;8;1;5163677;5167922;4245;1;1;1
"769";20;15;2;9;1;5187188;5190182;2994;1;1;1
"770";20;11;2;10;1;5260974;5263814;2840;1;1;1
"771";20;25;4;11;1;5273456;5276561;3105;0;0;1
"772";20;33;4;12;1;5291082;5293368;2286;0;0;1
"773";20;17;4;13;1;5328870;5331650;2780;1;1;1
"774";20;5;4;14;1;5345011;5348221;3210;1;1;1
"775";20;3;2;15;1;5355169;5360487;5318;1;1;1
"776";20;27;2;16;1;5367632;5369949;2317;0;0;1
"777";20;21;4;17;1;5376123;5380383;4260;0;1;0
"778";20;29;4;18;1;5431908;5435826;3918;0;0;1
"779";20;31;2;19;1;5468422;5472373;3951;0;0;1
"780";20;13;4;20;1;5480332;5483382;3050;1;1;1
"781";20;12;3;21;1;5534580;5537560;2980;1;1;1
"782";20;6;1;22;1;5544097;5546877;2780;1;1;1
"783";20;32;3;23;1;5555450;5558604;3154;0;0;1
"784";20;22;1;24;1;5565953;5568818;2865;0;0;1
"785";20;14;1;25;1;5601083;5604414;3331;1;1;1
"786";20;34;1;26;1;5638065;5641137;3072;0;0;1
"787";20;28;3;27;1;5663844;5667473;3629;0;0;1
"788";20;16;3;28;1;5684125;5687643;3518;1;1;1
"789";20;10;1;29;1;5694519;5697923;3404;1;1;1
"790";20;38;1;30;1;5787705;5790497;2792;0;0;1
"791";20;30;1;31;1;5804648;5808401;3753;0;0;1
"792";20;2;1;32;1;5813958;5816999;3041;1;1;1
"793";20;4;3;33;1;5842536;5845062;2526;1;0;0
"794";20;8;3;34;1;5853798;5856838;3040;1;1;1
"795";20;36;3;35;1;5865032;5867591;2559;0;0;1
"796";20;26;1;36;1;5890218;5893320;3102;0;0;1
"797";20;18;1;37;1;5899916;5902450;2534;1;1;1
"798";20;40;3;38;1;5909435;5912186;2751;0;0;1
"799";20;20;3;39;1;5919682;5922707;3025;1;1;1
"800";20;24;3;40;1;5931474;5934206;2732;0;0;1
"801";21;11;3;1;1;6991462;6994190;2728;1;1;1
"802";21;5;1;2;1;6999619;7002557;2938;1;1;1
"803";21;31;3;3;1;7008605;7011925;3320;0;0;1
"804";21;21;1;4;1;7020012;7022600;2588;0;0;1
"805";21;13;1;5;1;7043316;7045895;2579;1;1;1
"806";21;33;1;6;1;7069298;7071522;2224;0;0;1
"807";21;27;3;7;1;7087680;7090762;3082;0;0;1
"808";21;15;3;8;1;7103966;7107307;3341;1;1;1
"809";21;9;1;9;1;7112139;7114989;2850;1;1;1
"810";21;37;1;10;1;7172009;7175081;3072;0;0;1
"811";21;29;1;11;1;7184099;7186889;2790;0;1;0
"812";21;1;1;12;1;7191751;7194794;3043;1;1;1
"813";21;3;3;13;1;7210359;7212738;2379;1;1;1
"814";21;7;3;14;1;7218254;7220743;2489;1;1;1
"815";21;35;3;15;1;7226522;7228803;2281;0;1;0
"816";21;25;1;16;1;7241833;7246869;5036;0;1;0
"817";21;17;1;17;1;7251655;7253797;2142;1;1;1
"818";21;39;3;18;1;7258798;7261589;2791;0;0;1
"819";21;19;3;19;1;7267662;7270207;2545;1;1;1
"820";21;23;3;20;1;7276066;7278207;2141;0;0;1
"821";21;10;2;21;1;7298834;7301056;2222;1;1;1
"822";21;36;4;22;1;7311002;7313481;2479;0;1;0
"823";21;38;2;23;1;7318335;7321347;3012;0;0;1
"824";21;8;4;24;1;7325618;7327835;2217;1;1;1
"825";21;20;4;25;1;7335613;7337696;2083;1;1;1
"826";21;24;4;26;1;7357907;7360765;2858;0;0;1
"827";21;40;4;27;1;7365392;7368220;2828;0;0;1
"828";21;2;2;28;1;7372725;7375262;2537;1;1;1
"829";21;16;4;29;1;7389801;7392169;2368;1;1;1
"830";21;12;4;30;1;7420255;7422440;2185;1;1;1
"831";21;26;2;31;1;7427115;7430208;3093;0;1;0
"832";21;34;2;32;1;7439698;7442276;2578;0;1;0
"833";21;18;2;33;1;7466400;7468565;2165;1;1;1
"834";21;6;2;34;1;7478266;7480940;2674;1;1;1
"835";21;4;4;35;1;7485329;7487899;2570;1;1;1
"836";21;28;4;36;1;7492652;7495734;3082;0;0;1
"837";21;22;2;37;1;7501266;7504038;2772;0;0;1
"838";21;30;2;38;1;7535976;7538373;2397;0;0;1
"839";21;32;4;39;1;7554931;7557513;2582;0;0;1
"840";21;14;2;40;1;7564033;7566218;2185;1;1;1
"841";22;9;2;1;1;8397151;8400236;3085;1;1;1
"842";22;35;4;2;1;8422488;8425451;2963;0;0;1
"843";22;37;2;3;1;8432512;8435647;3135;0;0;1
"844";22;7;4;4;1;8445501;8448719;3218;1;1;1
"845";22;19;4;5;1;8462498;8465249;2751;1;1;1
"846";22;23;4;6;1;8538158;8541333;3175;0;0;1
"847";22;39;4;7;1;8550507;8553575;3068;0;0;1
"848";22;1;2;8;1;8560662;8564456;3794;1;1;1
"849";22;15;4;9;1;8589651;8593051;3400;1;1;1
"850";22;11;4;10;1;8638437;8641451;3014;1;1;1
"851";22;25;2;11;1;8649159;8652845;3686;0;0;1
"852";22;33;2;12;1;8667922;8670442;2520;0;0;1
"853";22;17;2;13;1;8708612;8711546;2934;1;1;1
"854";22;5;2;14;1;8727471;8730779;3308;1;1;1
"855";22;3;4;15;1;8738905;8741947;3042;1;1;1
"856";22;27;4;16;1;8750019;8752659;2640;0;0;1
"857";22;21;2;17;1;8759542;8763470;3928;0;0;1
"858";22;29;2;18;1;8813251;8816248;2997;0;0;1
"859";22;31;4;19;1;8931968;8935000;3032;0;0;1
"860";22;13;2;20;1;8941856;8944681;2825;1;1;1
"861";22;12;1;21;1;9066846;9069472;2626;1;1;1
"862";22;6;3;22;1;9079209;9082079;2870;1;1;1
"863";22;32;1;23;1;9088997;9092017;3020;0;0;1
"864";22;22;3;24;1;9100942;9103892;2950;0;0;1
"865";22;14;3;25;1;9138778;9141607;2829;1;1;1
"866";22;34;3;26;1;9217287;9220356;3069;0;0;1
"867";22;28;1;27;1;9243335;9246260;2925;0;0;1
"868";22;16;1;28;1;9263274;9266135;2861;1;1;1
"869";22;10;3;29;1;9275399;9279167;3768;1;1;1
"870";22;38;3;30;1;9374480;9377238;2758;0;0;1
"871";22;30;3;31;1;9392111;9395191;3080;0;0;1
"872";22;2;3;32;1;9403350;9406150;2800;1;1;1
"873";22;4;1;33;1;9433570;9436408;2838;1;1;1
"874";22;8;1;34;1;9446266;9449603;3337;1;1;1
"875";22;36;1;35;1;9457199;9460097;2898;0;0;1
"876";22;26;3;36;1;9484879;9487547;2668;0;0;1
"877";22;18;3;37;1;9497875;9500373;2498;1;1;1
"878";22;40;1;38;1;9506565;9508911;2346;0;0;1
"879";22;20;1;39;1;9517294;9519911;2617;1;1;1
"880";22;24;1;40;1;9527049;9530083;3034;0;1;0
"881";23;11;1;1;1;17131847;17135892;4045;1;1;1
"882";23;5;3;2;1;17142697;17147140;4443;1;1;1
"883";23;31;1;3;1;17154167;17157060;2893;0;0;1
"884";23;21;3;4;1;17164747;17167478;2731;0;0;1
"885";23;13;3;5;1;17200753;17204032;3279;1;1;1
"886";23;33;3;6;1;17231710;17234075;2365;0;0;1
"887";23;27;1;7;1;17261702;17266036;4334;0;0;1
"888";23;15;1;8;1;17277810;17282294;4484;1;1;1
"889";23;9;3;9;1;17287819;17291885;4066;1;1;1
"890";23;37;3;10;1;17381581;17384813;3232;0;0;1
"891";23;29;3;11;1;17399612;17402389;2777;0;0;1
"892";23;1;3;12;1;17410064;17413062;2998;1;1;1
"893";23;3;1;13;1;17433535;17436824;3289;1;1;1
"894";23;7;1;14;1;17442387;17446704;4317;1;1;1
"895";23;35;1;15;1;17452885;17455897;3012;0;0;1
"896";23;25;3;16;1;17476509;17479187;2678;0;0;1
"897";23;17;3;17;1;17487207;17490659;3452;1;1;1
"898";23;39;1;18;1;17662145;17665223;3078;0;0;1
"899";23;19;1;19;1;17671212;17675096;3884;1;1;1
"900";23;23;1;20;1;17679812;17681943;2131;0;0;1
"901";23;10;4;21;1;17707727;17711091;3364;1;1;1
"902";23;36;2;22;1;17721369;17723907;2538;0;0;1
"903";23;38;4;23;1;17731204;17734364;3160;0;0;1
"904";23;8;2;24;1;17740557;17745189;4632;1;1;1
"905";23;20;2;25;1;17756313;17759622;3309;1;1;1
"906";23;24;2;26;1;17781155;17784197;3042;0;0;1
"907";23;40;2;27;1;17790433;17792489;2056;0;0;1
"908";23;2;4;28;1;17800526;17804177;3651;1;1;1
"909";23;16;2;29;1;17822308;17828371;6063;1;1;1
"910";23;12;2;30;1;17862811;17865540;2729;1;1;1
"911";23;26;4;31;1;17871263;17873828;2565;0;0;1
"912";23;34;4;32;1;17887271;17889758;2487;0;0;1
"913";23;18;4;33;1;17927912;17931017;3105;1;1;1
"914";23;6;4;34;1;17948486;17951277;2791;1;1;1
"915";23;4;2;35;1;17957560;17960947;3387;1;1;1
"916";23;28;2;36;1;17966909;17969598;2689;0;0;1
"917";23;22;4;37;1;17978689;17981141;2452;0;0;1
"918";23;30;4;38;1;18032102;18035703;3601;0;0;1
"919";23;32;2;39;1;18067957;18070465;2508;0;0;1
"920";23;14;4;40;1;18077714;18080498;2784;1;1;1
"921";24;9;4;1;1;20080274;20083122;2848;1;1;1
"922";24;35;2;2;1;20097397;20099731;2334;0;0;1
"923";24;37;4;3;1;20108782;20112653;3871;0;0;1
"924";24;7;2;4;1;20120540;20123564;3024;1;1;1
