"","sub","item","cond","seq","SFIX","EFIX","xPos","yPos","fix_num","fix_dur","sacc_dur","line","word","char_trial","char_line","prevChar","nextChar","prevX","nextX","prevY","prev_max_char_line","regress","wordID","land_pos","sacc_len","outsideText","max_char_line","Rtn_sweep","Rtn_sweep_type","LandStartLet","LandStartVA","undersweep_prob","launchDistLet","launchDistVA","launchSite","launchSiteVA"
"15",1,63,3,1,603442,603585,290.5,626.2,15,143,48,2,19,95,8,82,3,1178.4,231.3,572.3,87,0,"parents",2,74,0,60,1,"undersweep",8,2.22756112981713,1,74,21.8547130073439,5,1.61467414492821
"39",1,79,3,2,611567,611850,261,620.8,16,283,71,2,17,94,6,83,14,1191,358.1,578.7,88,0,"royal",2,77,0,40,1,"accurate",6,1.50145004330215,0,77,22.8909596765738,5,1.59990578384656
"67",1,43,3,3,622370,622540,265.5,628.6,19,170,69,2,20,93,6,82,4,1176.5,236.4,575.8,87,0,"gentle",2,76,0,35,1,"undersweep",6,1.61221275141461,1,76,22.4232949089879,5,1.66144062168681
"101",1,67,3,4,632924,633096,266.6,631.1,19,172,73,2,17,95,6,88,1,1244.6,211.2,585.6,89,0,"he",1,82,0,49,1,"undersweep",6,1.63928808006432,1,82,24.0724285631066,1,0.575966082184762
"120",1,69,1,5,640023,640232,221.5,639.9,11,209,54,2,13,56,2,48,11,766.3,323.6,569.8,54,0,"after",2,46,0,63,1,"accurate",2,0.529199605426168,0,46,13.4096718621477,6,2.01095850061944
"149",1,11,3,6,649566,649706,301.2,651.7,18,140,69,2,20,98,9,85,2,1217.5,214.1,588.7,89,0,"they",1,76,0,34,1,"undersweep",9,2.49093023577341,1,76,22.5537487652092,4,1.24300372437309
"168",1,5,1,7,661219,661412,220.7,622.2,12,193,21,2,11,57,2,8,11,293.7,326.5,556.1,55,0,"where",2,6,0,47,1,"accurate",2,0.509508457317287,0,6,1.79681726493536,47,13.9388714675739
"197",1,31,3,8,673971,674147,251.1,626.1,22,176,72,2,18,93,5,66,NA,989,193.4,584.7,88,0,"was",2,61,0,69,1,"undersweep",5,1.25777208545475,1,61,18.1626227369288,22,6.57192068133893
"222",1,21,1,9,684183,684347,265.9,618.6,15,164,46,2,13,60,6,41,2,682.2,214.5,569.9,54,0,"now",2,35,0,39,1,"undersweep",6,1.62205832546905,1,35,10.2467811971588,13,4.08099044556552
"247",1,59,3,10,695530,695703,290.3,627.4,16,173,57,2,16,97,8,59,3,904,224.7,580,89,0,"strong",3,51,0,39,1,"undersweep",8,2.22263834278991,1,51,15.1055719930251,30,8.95947238954071
"265",1,89,1,11,702563,702757,211.4,638.9,13,194,52,2,11,54,1,47,10,758.3,308.4,575.7,53,0,"the",1,46,0,39,1,"accurate",1,0.28059886055155,0,46,13.4613611259336,6,1.91250276007504
"283",1,65,1,12,709380,709734,225.4,644.8,13,354,56,2,11,58,3,54,17,836.9,400.7,581.2,55,0,"his",3,51,0,57,1,"accurate",3,0.625193952456962,0,51,15.0514213357257,1,0.56858190164393
"300",1,13,1,13,716709,716915,258.7,624.5,9,206,49,2,12,60,5,44,2,725.5,221.3,565.4,55,0,"he",2,39,0,46,1,"undersweep",5,1.44483799248912,1,39,11.4897849215319,11,3.31057427580556
"349",1,83,3,15,736659,736830,261.9,633.9,14,171,74,2,18,95,6,86,2,1224.2,212.7,576.3,89,0,"friend",2,80,0,36,1,"undersweep",6,1.52360258492464,1,80,23.6859897814698,3,1.07809035896122
"375",1,55,3,16,746277,746403,334.8,624.9,19,126,68,2,17,100,12,84,4,1201.5,246.4,590.5,88,0,"playing",4,72,0,42,1,"undersweep",12,3.31795845634639,1,72,21.3328975824586,4,1.3414594649175
"393",1,33,1,17,754218,754435,225.2,627.2,9,217,51,2,10,56,3,44,10,721,315.1,568.9,53,0,"pipe",3,41,0,45,1,"accurate",3,0.620271165429741,0,41,12.2035890404788,9,2.8306025406516
"407",1,81,1,18,762586,762742,267.2,639.8,7,156,45,2,11,60,6,46,2,740.7,219.7,577.3,54,0,"she",1,40,0,49,1,"undersweep",6,1.65405644114598,1,40,11.6546982869438,8,2.64107524010362
"426",1,93,1,19,770611,770749,274.9,645.5,13,138,16,2,13,60,7,NA,20,198.5,433.2,651.4,53,0,"had",3,NA,0,43,1,"accurate",7,1.84358374169395,0,NA,1.8805046443981,NA,15.6913836492643
"447",1,27,3,20,779179,779344,277.8,627.4,14,165,71,2,18,96,7,86,2,1224,223.4,584.2,89,0,"restaurant",7,79,0,63,1,"undersweep",7,1.91496415358865,1,79,23.2897054257786,3,1.08301314598844
"477",1,91,3,21,790789,790949,304,621.5,17,160,69,2,18,98,9,85,4,1216.5,239.6,588.7,89,0,"went",2,76,0,42,1,"undersweep",9,2.55984925415449,1,76,22.460215811692,4,1.26761765950919
"518",1,9,1,23,808652,808895,210.9,628.9,8,243,50,2,11,54,1,33,10,593.6,310.5,568.6,53,0,"dogs",1,32,0,39,1,"accurate",1,0.268291892983499,0,32,9.4197529765858,20,5.96641787699085
"553",1,57,1,25,825475,825664,230.7,642.9,10,189,61,2,10,56,3,48,13,773.1,345.1,577.4,53,0,"during",3,45,0,37,1,"accurate",3,0.755647808678296,0,45,13.3505984178211,5,1.54821652006074
"571",1,41,1,26,831718,831892,264.8,632.8,12,174,52,2,14,61,6,45,2,735.4,217.1,576.6,55,0,"said",3,39,0,42,1,"undersweep",6,1.59498299681934,1,39,11.5833178750491,10,3.06689631795817
"590",1,49,1,27,839476,839715,242.7,631.2,12,239,40,2,12,58,4,32,15,574.7,371.7,567.4,54,0,"her",0,28,0,45,1,"accurate",4,1.05101503031151,0,28,8.17182646518548,22,6.72698847269636
"601",1,73,1,28,845612,845845,247.1,619.3,6,233,55,2,12,59,4,46,18,749.9,412.7,564.9,55,0,"family",0,42,0,62,1,"accurate",4,1.15931634491035,0,42,12.3758865864315,9,2.7099942584847
"653",1,53,1,31,911807,911989,233.5,623.2,9,182,46,2,12,58,3,44,NA,727.4,190.4,559.5,55,0,"mall",3,41,0,43,1,"undersweep",3,0.824566827059378,1,41,12.1568225637202,11,3.26380779904697
"675",1,99,3,32,919478,919636,240.7,620,14,158,71,2,16,93,4,80,1,1158.2,204.8,570.3,89,0,"wine",4,76,0,38,1,"undersweep",4,1.0017871600393,1,76,22.5832854873725,9,2.70261007794387
"693",1,51,3,33,927121,927285,242.2,617.2,11,164,73,2,17,93,4,83,1,1192.8,199.5,564,89,0,"so",1,79,0,63,1,"undersweep",4,1.03870806274346,1,79,23.3980067403775,6,1.85096792223479
"723",1,37,1,35,939653,939825,234.5,623.2,10,172,52,2,11,58,3,47,NA,755.9,189.5,554.7,55,0,"could",3,44,0,49,1,"undersweep",3,0.849180762195479,1,44,12.833705779963,8,2.5623106476681
"743",1,87,3,36,949875,950020,279.8,625.7,13,145,79,2,17,95,7,85,NA,1210.5,197.1,568.9,88,0,"lessons",1,78,0,39,1,"undersweep",7,1.96419202386085,1,78,22.9081894311691,3,1.11993404869259
"759",1,29,1,37,955938,956155,222.2,635.5,8,217,38,2,10,55,2,28,12,532.1,341.7,568.5,53,0,"because",2,26,0,68,1,"accurate",2,0.546429360021439,0,26,7.62785849867765,25,7.48017488786105
"778",1,1,1,38,964838,965178,226.2,634.5,10,340,51,2,11,57,3,46,17,747.1,398.5,553.5,54,0,"their",3,43,0,63,1,"accurate",3,0.644885100565842,0,43,12.8213988123949,8,2.48354605523257
"798",1,71,3,39,974474,974638,264.3,633.9,14,164,62,2,19,95,6,64,NA,965.6,196.8,562.5,89,0,"had",2,58,0,44,1,"undersweep",6,1.58267602925128,1,58,17.2617527109475,25,7.4432539851569
"828",1,3,3,41,987255,987395,304.9,639,13,140,76,2,18,96,9,83,NA,1191.1,194.7,573.3,87,0,"festival",3,74,0,49,1,"undersweep",9,2.58200179577698,1,74,21.8128693176126,4,1.30207716869974
"849",1,7,3,42,997240,997375,250.7,612.8,15,135,95,2,18,94,5,82,1,1173.1,204.6,568.7,89,0,"small",3,77,0,40,1,"undersweep",5,1.24792651140031,1,77,22.7038937695394,7,2.33586244441597
"868",1,35,3,43,1006312,1006458,254.5,618.9,13,146,63,2,16,92,5,70,1,1038.6,209.7,566.6,87,0,"jumped",5,65,0,51,1,"undersweep",5,1.3414594649175,1,65,19.2997865402167,17,5.05570227695512
"887",1,47,3,44,1016980,1017148,233.4,639.3,11,168,68,2,15,92,3,67,7,999.4,273,559.7,89,0,"good",0,64,0,44,1,"accurate",3,0.822105433545768,0,64,18.8542743142532,22,6.61130297755669
"904",1,77,1,45,1023666,1023867,192.1,633.4,10,201,22,2,NA,NA,NA,4,6,246.1,264.6,571,53,NA,NA,NA,NA,1,47,1,"accurate",NA,-0.194450087575197,0,NA,1.32915249734945,49,14.5197603367859
"921",1,25,1,46,1030219,1030430,229.1,636.8,10,211,52,2,11,57,3,45,19,736.6,415.7,551.3,54,0,"was",3,42,0,45,1,"accurate",3,0.716265512460535,0,42,12.4915720815712,9,2.74199237416163
"934",1,17,1,47,1038077,1038323,204.9,641.6,7,246,55,2,11,55,1,48,13,766.5,352.6,562.2,54,0,"had",1,47,0,61,1,"accurate",1,0.120608282166894,0,47,13.8231859724342,6,2.00603571359222
"954",1,39,3,48,1104253,1104412,254.8,645.9,12,159,70,2,19,93,5,80,NA,1155.6,192.7,576.4,88,0,"money",5,75,0,45,1,"undersweep",5,1.34884364545833,1,75,22.1722327705996,8,2.47123908766453
"978",1,19,3,49,1114477,1114620,299.8,636.2,16,143,19,2,16,97,9,NA,22,198.1,455.4,647.2,88,0,"forgotten",5,NA,0,43,1,"accurate",9,2.45647072658286,0,NA,2.50323720334146,NA,26.0390819804811
"1003",1,23,3,50,1125089,1125253,293.5,639.7,18,164,68,2,20,96,8,80,4,1155.9,240.6,573.1,88,0,"his",1,72,0,46,1,"undersweep",8,2.30140293522543,1,72,21.2270576613734,8,2.46385490712369
"1016",1,98,2,51,1132954,1133154,251.7,665.4,8,200,46,2,8,45,4,33,10,723,354.9,566.4,41,0,"playing",4,29,0,36,1,"accurate",4,1.27254044653641,0,29,11.6005476296443,8,3.27365337310141
"1036",1,84,4,52,1139863,1140065,262.9,652.2,14,202,66,2,15,70,4,49,7,980.6,306.5,567.9,66,0,"the",1,45,0,85,1,"accurate",4,1.54821652006074,0,45,17.6654212471796,17,6.77867773648217
"1054",1,82,2,53,1148464,1148723,238.7,667.4,8,259,39,2,9,44,3,28,NA,640.7,198.6,572.4,41,0,"come",0,25,0,42,1,"undersweep",3,0.952559289767103,1,25,9.89480192471254,13,5.29938023480251
"1065",1,10,2,54,1154193,1154366,292.8,667,6,173,42,2,10,46,6,34,1,739.1,212.1,578.5,40,0,"the",1,28,0,45,1,"undersweep",6,2.28417318063016,1,28,10.9851992512418,6,2.48354605523257
"1088",1,92,4,55,1165919,1166067,310.8,660.1,14,148,73,2,13,74,7,65,3,1226.7,234,583.2,67,0,"patient's",3,58,0,51,1,"undersweep",7,2.72722401307997,1,58,22.5439031911548,2,1.11501126166537
"1110",1,36,4,56,1174285,1174431,312.9,665.5,14,146,69,2,14,73,8,63,2,1195.5,222.7,580.3,65,0,"overlooking",8,55,0,52,1,"undersweep",8,2.77891327686579,1,55,21.7242591511226,2,1.09532011355649
"1124",1,38,2,57,1183162,1183379,248.5,659.3,7,217,52,2,10,44,4,36,1,775.2,204.9,558.6,40,0,"the",1,32,0,49,1,"undersweep",4,1.19377585410089,1,32,12.9641596361843,4,1.59498299681933
"1144",1,8,4,58,1192775,1192930,280,662.4,12,155,66,2,15,71,6,54,2,1048.9,228.8,568.5,65,0,"because",6,48,0,73,1,"undersweep",6,1.96911481088807,1,48,18.9256547261479,11,4.70372300450887
"1162",1,54,2,59,1202735,1202866,322,659,7,131,47,2,9,48,8,36,2,767.8,227.5,570,40,0,"for",2,28,0,42,1,"undersweep",8,3.0029000866043,1,28,10.9728922836738,4,1.77712611682648
"1182",1,20,4,60,1210582,1210704,334.4,650.2,14,122,69,2,14,75,9,64,3,1217.4,236.3,587.4,66,0,"dramatic",0,55,0,37,1,"undersweep",9,3.30811288229195,1,55,21.7341047251771,2,0.950097896253491
"1198",1,48,4,61,1219791,1219913,359.9,641.6,10,122,68,2,18,77,11,61,4,1169.5,250.5,569.6,66,0,"as",2,50,0,54,1,"undersweep",11,3.93576822826253,1,50,19.9274418861872,5,2.12910538927272
"1217",1,56,4,62,1228888,1229026,321.5,657,11,138,67,2,13,74,8,63,2,1204.9,223.8,579.7,66,0,"over",1,55,0,35,1,"undersweep",8,2.99059311903625,1,55,21.7439502992315,3,1.25777208545475
"1234",1,44,4,63,1236996,1237121,359.1,646.6,12,125,61,2,15,77,10,56,3,1084.8,232.1,575.6,67,0,"the",3,46,0,37,1,"undersweep",10,3.91607708015365,1,46,17.8623327282684,11,4.60772865747808
"1251",1,24,4,64,1243623,1243751,309.6,672.3,10,128,71,2,14,72,7,61,2,1166.5,228.6,577.7,65,0,"disappointed",2,54,0,71,1,"undersweep",7,2.69768729091665,1,54,21.0916810181248,4,1.80912423250341
"1268",1,40,4,65,1252225,1252363,334.1,649.7,9,138,62,2,13,74,9,56,3,1093.3,231.6,577.4,65,0,"another",4,47,0,32,1,"undersweep",9,3.30072870175112,1,47,18.6868995553278,9,3.610864284466
"1284",1,2,2,66,1262267,1262409,287.2,680.8,9,142,41,2,11,47,6,32,2,697.9,217.3,578.7,41,0,"was",2,26,0,42,1,"undersweep",6,2.14633514386799,1,26,10.1089431603966,9,3.89146314501754
"1305",1,72,4,67,1272540,1272690,292.3,656.6,13,150,77,2,12,71,6,63,4,1207.3,248.2,573.2,65,0,"fluently,",6,57,0,87,1,"undersweep",6,2.27186621306211,1,57,22.5217506495323,2,0.804875678950499
"1328",1,100,4,68,1281899,1282038,302.7,651.2,11,139,71,2,13,73,7,62,3,1190.4,241.8,585.1,66,0,"one",0,55,0,52,1,"undersweep",7,2.52785113847756,1,55,21.8497902203167,4,1.61467414492821
"1349",1,16,4,69,1289934,1290061,309.6,656.1,13,127,72,2,15,74,7,64,2,1216.5,226.3,578.5,67,0,"probably",3,57,0,75,1,"undersweep",7,2.69768729091665,1,57,22.3223777749299,3,1.3660734000536
"1371",1,52,4,70,1300015,1300175,273.9,666.4,12,160,71,2,15,71,5,63,1,1194,206.9,584.4,66,0,"huge",3,58,0,68,1,"undersweep",5,1.81896980655785,1,58,22.6472817187264,3,1.52606397843825
"1390",1,62,2,71,1307586,1307812,242.1,662.9,9,226,45,2,9,44,3,29,12,662.1,377.4,569.1,41,0,"when",3,26,0,37,1,"accurate",3,1.03624666922985,0,26,10.3378527571624,12,4.77264202288995
"1404",1,78,2,72,1313817,1313976,267.8,667,7,159,51,2,8,45,5,35,3,756,242.7,570.1,40,0,"France",5,30,0,65,1,"undersweep",5,1.66882480222764,1,30,12.0165231334444,5,2.06757055143247
"1427",1,96,4,73,1322598,1322747,219.1,698.1,13,149,36,2,12,68,2,36,5,760.5,268.3,577.8,66,0,"to",2,34,0,45,1,"accurate",2,0.470126161099526,0,34,13.325984482685,30,12.196204859938
"1447",1,60,4,74,1329940,1330149,239.7,664.8,12,209,67,2,12,69,3,49,10,972.5,359.3,573.9,66,0,"piano",3,46,0,38,1,"accurate",3,0.977173224903203,0,46,18.0370916677347,17,6.97805061108459
"1461",1,12,4,75,1336088,1336231,268.6,643.5,10,143,70,2,16,70,5,59,2,1142.6,228.4,581.7,65,0,"indoors",0,54,0,46,1,"undersweep",5,1.68851595033652,1,54,21.5125793089521,6,2.39739728225622
"1478",1,26,2,76,1346345,1346382,382.2,654.8,11,37,40,2,10,52,12,30,1,674.2,211.6,592.3,40,0,"parents",2,18,0,52,1,"undersweep",12,4.48465898179757,1,18,7.18726905974145,10,4.08099044556552
"1508",1,34,2,78,1363584,1363794,301,668.9,7,210,52,2,9,48,7,35,4,755.1,255.1,568.7,41,0,"were",3,28,0,55,1,"undersweep",7,2.48600744874619,1,28,11.1771879453034,6,2.48354605523257
"1531",1,68,4,79,1374899,1375031,411,640.8,15,132,49,2,16,79,14,48,5,954,267.3,580.6,65,0,"designed",6,34,0,46,1,"undersweep",14,5.19354031371728,1,34,13.3653667789028,17,7.03958544892484
"1549",1,80,4,80,1382460,1382619,282.6,668.8,11,159,75,2,16,73,6,64,3,1210.4,236,582.5,67,0,"inside",6,58,0,57,1,"undersweep",6,2.03311104224193,1,58,22.8368090192744,3,1.51621840438381
"1565",1,94,2,81,1390542,1390817,251.2,654.4,7,275,37,2,10,44,4,22,16,546.4,451.1,575.2,40,0,"running",1,18,0,50,1,"accurate",4,1.26023347896836,0,18,7.26603365217697,18,7.22665135595921
"1580",1,66,2,82,1396913,1397108,275.6,668.1,8,195,45,2,9,46,5,30,2,664.6,229.1,570.6,41,0,"three",0,25,0,66,1,"undersweep",5,1.86081349628922,1,25,9.57482076794323,11,4.7111071850497
"1599",1,18,2,83,1403764,1403941,236.5,669.6,10,177,45,2,11,44,3,30,8,666.1,327.3,571.1,41,0,"and",3,27,0,47,1,"accurate",3,0.898408632467681,0,27,10.5741465344689,11,4.67418628234555
"1616",1,58,2,84,1412976,1413145,250.1,673.1,11,169,43,2,8,44,4,28,1,633.5,208,572.2,40,0,"that",4,24,0,45,1,"undersweep",4,1.23315815031865,1,24,9.43698273118106,12,5.08277760560483
"1630",1,6,2,85,1419407,1419563,278.2,658.8,6,156,47,2,8,46,5,32,3,704.7,232.8,570.5,41,0,"because",5,27,0,53,1,"undersweep",5,1.92480972764309,1,27,10.497843335547,9,3.72408838609206
"1666",1,28,4,87,1437720,1437873,291.4,661.6,10,153,65,2,12,71,6,57,3,1105.2,241.6,578.5,65,0,"overseas,",6,51,0,70,1,"undersweep",6,2.24971367143962,1,51,20.0308204137589,8,3.31795845634639
"1682",1,22,2,88,1446747,1447080,239.7,681.9,8,333,50,2,9,44,3,30,18,669.4,472.9,572.7,41,0,"not",3,27,0,36,1,"accurate",3,0.977173224903203,0,27,10.5766079279825,11,4.59296029639642
"1699",1,76,4,89,1455792,1455940,351.4,661,13,148,77,2,5,76,10,64,3,1208.6,237.2,583.1,66,0,"ship",3,54,0,36,1,"undersweep",10,3.72654977960567,1,54,21.0990651986656,2,1.16670052545118
"1713",1,74,2,90,1461176,1461340,261.5,673.9,6,164,41,2,9,44,4,30,2,663.7,216.6,578,40,0,"big",2,26,0,54,1,"undersweep",4,1.5137570108702,1,26,9.89972471173976,10,4.33943676449458
"1731",1,88,4,91,1469286,1469502,252.6,676.9,11,216,82,2,12,69,4,59,16,1137.3,450.3,589,65,0,"hope",4,55,0,56,1,"accurate",4,1.2946929881589,0,55,21.7759484149084,6,2.52785113847756
"1744",1,46,2,92,1476525,1476719,261.4,673.2,7,194,49,2,10,45,4,33,1,716.8,209.6,578.1,41,0,"protect",0,29,0,51,1,"undersweep",4,1.51129561735659,1,29,11.2091860609803,8,3.42625977094524
"1761",1,64,4,93,1484012,1484174,254.5,677.3,12,162,67,2,11,69,4,55,10,1068.9,346.1,574.2,65,0,"after",4,51,0,66,1,"accurate",4,1.3414594649175,0,51,20.0455887748405,10,4.21144430178685
"1776",1,42,2,94,1492004,1492204,469.4,603.3,8,200,36,2,13,57,17,33,6,727.3,280.4,562.5,40,0,"scene",2,16,0,41,1,"undersweep",17,6.63099412566557,1,16,6.34793387160041,7,2.77399048983857
"1791",1,30,2,95,1498313,1498441,334.3,656.8,7,128,41,2,10,50,9,31,2,688.8,228.1,562.3,41,0,"the",2,22,0,40,1,"undersweep",9,3.30565148877834,1,22,8.72564000574775,10,4.11544995475606
"1801",1,70,2,96,1507138,1507329,231.8,668.3,6,191,38,2,7,44,3,24,7,569.6,305.9,571.7,41,0,"than",3,21,0,62,1,"accurate",3,0.782723137328007,0,21,8.31458728897487,17,7.04943102297928
"1814",1,50,2,97,1513847,1514034,271.1,659.4,6,187,51,2,10,45,5,34,2,734.6,226.1,556.5,40,0,"in",0,29,0,59,1,"undersweep",5,1.75005078817677,1,29,11.4085589355827,6,2.59430876334503
"1828",1,90,2,98,1520626,1521022,265.4,664.5,6,396,36,2,8,46,5,23,11,561.6,370.5,574,41,0,"about",5,18,0,53,1,"accurate",5,1.60975135790099,0,18,7.29064758731307,18,7.24634250406809
"1848",1,32,4,99,1527888,1528032,321.1,652.7,12,144,80,2,15,75,8,65,2,1229.9,227.5,581.8,67,0,"the",2,57,0,46,1,"undersweep",8,2.98074754498181,1,57,22.3691442516885,2,1.03624666922984
"1864",1,14,2,100,1537460,1537717,173.9,663.2,9,257,50,2,NA,NA,NA,22,6,545,287.1,569.8,41,NA,NA,NA,NA,1,56,1,"accurate",NA,-0.642423707052232,0,NA,9.13423132900703,19,7.65493382732736
"1880",2,97,2,1,3247411,3247597,218.5,598.1,10,186,44,2,8,42,2,34,NA,731.6,183.5,528.4,40,0,"and",2,32,0,47,1,"undersweep",2,0.455357800017866,1,32,12.6294101183333,6,2.66815056875333
"1899",2,83,4,2,3254616,3254755,267.1,626.6,12,139,61,2,15,71,5,62,NA,1181.8,182.4,516,66,0,"friend",1,57,0,36,1,"undersweep",5,1.65159504763237,1,57,22.5143664689914,4,1.82635398709868
"1919",2,81,2,3,3262928,3263084,210.6,636.3,16,156,26,2,9,42,1,9,7,329.3,310.6,558.8,41,0,"that",1,8,0,49,1,"accurate",1,0.260907712442669,0,8,2.92167410065517,32,12.9641596361843
"1942",2,9,2,4,3271385,3271574,208.7,631.3,15,189,48,2,9,42,1,37,NA,782,187.6,532.1,41,0,"dogs",1,36,0,39,1,"undersweep",1,0.214141235684077,1,36,14.1111690135266,4,1.82143120007146
"1983",2,35,4,6,3289124,3289338,189.4,631.7,15,214,60,2,NA,NA,NA,52,7,1017.6,297.7,542.1,67,NA,NA,NA,NA,1,51,1,"accurate",NA,-0.260907712442669,0,NA,20.3852610797187,15,6.26178509862406
"2004",2,37,2,7,3299704,3299952,196.9,637.4,14,248,27,2,NA,NA,NA,9,1,331.8,215.1,548.4,40,NA,NA,NA,NA,1,49,1,"accurate",NA,-0.0763031989219125,0,NA,3.32041984986,31,12.5088018361665
"2037",2,7,4,8,3314375,3314610,219.9,619.6,22,235,68,2,15,69,2,66,8,1249,315.4,533.1,67,0,"small",0,64,0,40,1,"accurate",2,0.489817309208407,0,64,25.3302006485614,1,0.56612050813032
"2056",2,53,2,9,3325979,3326167,158.3,640.3,11,188,51,2,NA,NA,NA,33,2,726.6,220.2,530.5,40,NA,NA,NA,NA,1,43,1,"accurate",NA,-1.02640109517541,0,NA,13.9880993378461,7,2.79122024443384
"2081",2,19,4,10,3334750,3334843,204.2,613.4,19,93,67,2,13,67,1,63,2,1195.3,228.5,536.1,66,0,"had",1,62,0,43,1,"accurate",1,0.103378527571623,0,62,24.3948711133895,3,1.49406586276132
"2109",2,47,4,11,3347464,3347642,211,615.3,13,178,67,2,10,67,1,65,NA,1224.8,177.1,540.3,66,0,"in",1,64,0,44,1,"undersweep",1,0.270753286497109,1,64,24.953607440979,1,0.767954776246348
"2132",2,55,4,12,3356382,3356618,215.7,638.8,16,236,68,2,13,67,2,63,7,1202.6,301.2,540.5,65,0,"and",2,61,0,42,1,"accurate",2,0.386438781636783,0,61,24.2914925858179,2,0.920561174090174
"2160",2,43,4,13,3365818,3366137,232.6,630.2,17,319,64,2,17,69,3,65,10,1226.3,346.9,530.9,66,0,"the",3,62,0,35,1,"accurate",3,0.802414285436888,0,62,24.4588673447434,1,0.731033873542196
"2189",2,23,4,14,3375654,3375842,217.1,628.8,19,188,66,2,15,68,2,65,10,1228.2,354.6,527.7,66,0,"he",2,63,0,46,1,"accurate",2,0.420898290827324,0,63,24.8871498161116,1,0.684267396783602
"2217",2,39,4,15,3387307,3387458,235.3,652.6,20,151,65,2,14,68,3,60,NA,1158.2,170.8,538.1,65,0,"money",3,57,0,45,1,"undersweep",3,0.86887191030436,1,57,22.7162007371075,5,2.01341989413305
"2236",2,1,2,16,3398737,3398930,177.9,631.4,9,193,46,2,NA,NA,NA,32,5,700.5,267,536.7,40,NA,NA,NA,NA,1,63,1,"accurate",NA,-0.543967966507829,0,NA,12.8632425021263,8,3.43364395148607
"2269",2,71,4,17,3411549,3411745,250.3,638.7,20,196,61,2,13,70,4,59,NA,1137.8,192.5,519.6,66,0,"had",0,55,0,44,1,"undersweep",4,1.23808093734587,1,55,21.8448674332895,7,2.90936713308712
"2295",2,99,4,18,3420767,3420908,299.3,610.9,17,141,63,2,15,73,7,65,1,1239.3,200.1,533.7,66,0,"to",2,58,0,38,1,"undersweep",7,2.44416375901481,1,58,23.1370990279348,1,0.411052716772885
"2325",2,15,4,19,3431554,3431761,195.7,617.9,15,207,67,2,NA,NA,NA,65,NA,1232.9,163.5,512.1,66,NA,NA,NA,NA,1,47,1,"undersweep",NA,-0.105839921085234,1,NA,25.5295735231638,1,0.568581901643927
"2344",2,51,4,20,3444073,3444277,171.6,639.4,12,204,66,2,NA,NA,NA,57,4,1101,253.2,523.8,67,NA,NA,NA,NA,1,63,1,"accurate",NA,-0.699035757865264,0,NA,22.8761913154921,10,4.20898290827324
"2367",2,61,2,21,3451461,3451613,194.7,618.4,13,152,15,2,NA,NA,NA,NA,7,172.6,309.9,568.5,40,NA,NA,NA,NA,1,44,1,"accurate",NA,-0.130453856221335,0,NA,0.543967966507829,NA,16.4273403098337
"2388",2,77,2,22,3461605,3461816,202.6,621.9,12,211,45,2,7,41,1,34,9,737,329.7,522.4,40,0,"because",1,33,0,47,1,"accurate",1,0.0639962313538621,0,33,13.1536869367323,6,2.53523531901839
"2409",2,95,4,23,3469807,3469959,260.9,623,13,152,60,2,13,69,4,60,NA,1149.2,187.9,529.9,65,0,"the",1,56,0,39,1,"undersweep",4,1.49898864978854,1,56,21.8645585813984,5,2.23494531035796
"2438",2,59,4,24,3480738,3480888,207.3,615.2,13,150,68,2,11,68,1,66,NA,1251.5,184.8,527.1,67,0,"with",1,65,0,39,1,"undersweep",1,0.179681726493536,1,65,25.7018710691165,1,0.504585670290067
"2475",2,25,2,26,3498945,3499160,198.2,632.5,9,215,44,2,NA,NA,NA,32,NA,709.7,171,539.6,40,NA,NA,NA,NA,1,45,1,"undersweep",NA,-0.0443050832449818,1,NA,12.5900278221156,8,3.20719574823394
"2494",2,85,2,27,3509798,3510021,191,628.5,7,223,50,2,NA,NA,NA,37,11,781.5,364.6,518.1,41,NA,NA,NA,NA,1,59,1,"accurate",NA,-0.221525416224908,0,NA,14.5345286978676,4,1.83373816763951
"2511",2,33,2,28,3516836,3517000,202.3,629.6,6,164,46,2,8,42,1,31,NA,686.8,169,513.5,41,0,"pipe",1,30,0,45,1,"undersweep",1,0.0566120508130322,1,30,11.9254515734409,10,4.16467782502826
"2544",2,67,4,29,3531251,3531408,205.8,607.1,15,157,66,2,14,68,1,65,NA,1224.3,171.7,514.6,67,0,"that",1,64,0,49,1,"undersweep",1,0.142760823789385,1,64,25.0692929361187,2,1.17408470599201
"2575",2,79,4,30,3541597,3541859,200.5,635,15,262,125,2,14,68,1,67,NA,1256.6,151.4,515,67,0,"the",1,66,0,40,1,"undersweep",1,0.0123069675680504,1,66,25.9947768972361,0,0.379054601095955
"2601",2,93,2,31,3585300,3585485,191.8,650.8,21,185,49,2,NA,NA,NA,27,6,618,283.1,548.1,41,NA,NA,NA,NA,1,43,1,"accurate",NA,-0.201834268116027,0,NA,10.4904591550062,14,5.858116562392
"2617",2,65,2,32,3592033,3592173,205.7,597.5,10,140,48,2,8,42,1,36,NA,763.4,150.6,533.3,41,0,"his",1,35,0,57,1,"undersweep",1,0.140299430275775,1,35,13.7271916254034,5,2.27925039360294
"2640",2,17,2,33,3600009,3600207,213.5,653.5,10,198,43,2,10,42,1,30,NA,675.6,156.7,540.8,41,0,"had",1,29,0,61,1,"undersweep",1,0.332288124337361,1,29,11.3740994263922,11,4.44035389855259
