"","sub","item","cond","seq","SFIX","EFIX","xPos","yPos","fix_num","fix_dur","sacc_dur","line","word","char_trial","char_line","prevChar","nextChar","prevX","nextX","prevY","prev_max_char_line","regress","wordID","land_pos","sacc_len","outsideText","max_char_line","Rtn_sweep","Rtn_sweep_type","LandStartLet","LandStartVA","undersweep_prob","launchDistLet","launchDistVA","launchSite","launchSiteVA"
"142207",33,93,1,19,2596874,2597038,260.8,582.3,14,164,55,2,13,59,6,47,2,755.7,222.9,522.3,53,0,"had",2,41,0,43,1,"undersweep",6,1.49652725627493,1,41,12.1814364988563,6,1.9764989914289
"93596",33,27,3,20,2603665,2603899,256.4,561.6,9,234,74,2,18,94,5,77,17,1115.3,391.6,515.3,89,0,"restaurant",5,72,0,63,1,"accurate",5,1.38822594167609,0,72,21.140908888397,12,3.7585478952826
"122772",33,91,3,21,2652773,2652963,326.4,587.9,12,190,83,2,18,100,11,86,3,1219.6,228.7,530.4,89,0,"went",4,75,0,42,1,"undersweep",11,3.11120140120315,1,75,21.9851668635653,3,1.19131446058728
"122773",33,15,3,22,2658641,2658753,466.7,625.6,12,112,71,2,24,112,23,84,9,1197.3,301.2,560.1,89,0,"restaurant",5,61,0,47,1,"undersweep",23,6.5645365007981,1,61,17.9829410104353,5,1.74020521412233
"93599",33,9,1,23,2668385,2668536,297.6,582.6,9,151,53,2,12,62,9,45,42,736.5,692.4,535.2,53,0,"barking",4,36,0,39,1,"accurate",9,2.40232006928344,0,36,10.8030561312347,8,2.44908654604203
"93600",33,95,3,24,2677728,2677856,360,604.9,9,128,71,2,17,102,14,80,6,1155.6,261.6,526.8,88,0,"aesthetically",7,66,0,39,1,"undersweep",14,3.93822962177614,1,66,19.5828467942818,8,2.47123908766453
"83637",33,57,1,25,2683678,2683958,277.6,577.1,8,280,54,2,11,60,7,49,2,778.1,215.6,525.9,53,0,"the",0,42,0,37,1,"undersweep",7,1.91004136656143,1,42,12.3192745356185,4,1.42514684438024
"103565",33,41,1,26,2692540,2692646,332.4,627.1,10,106,59,2,16,67,12,33,4,593.2,244.5,550.9,55,0,"have",1,21,0,42,1,"undersweep",12,3.25888501201975,1,21,6.4193142834951,22,6.56699789431171
"93603",33,49,1,27,2698024,2698246,258.7,597,9,222,54,2,12,59,5,48,14,772.3,358.3,543,54,0,"her",1,43,0,45,1,"accurate",5,1.44483799248912,0,43,12.6417170859014,6,1.86327488980284
"73655",33,73,1,28,2703235,2703356,305.5,589.3,7,121,57,2,12,64,9,50,3,793.8,227.4,529.8,55,0,"family",5,41,0,62,1,"undersweep",9,2.59677015685864,1,41,12.018984526958,5,1.62944250600988
"73656",33,61,1,29,2709405,2709527,292.3,587.2,7,122,54,2,6,61,8,47,2,759.1,221.3,531.9,53,0,"after",0,39,0,44,1,"undersweep",8,2.27186621306211,1,39,11.4897849215319,6,1.89281161196615
"83642",33,97,1,30,2714841,2714990,310.2,590.9,8,149,55,2,13,65,10,52,3,815.1,224.6,534.3,55,0,"quickly",2,42,0,47,1,"undersweep",10,2.71245565199831,1,42,12.4275758502173,3,1.10516568761093
"83643",33,53,1,31,2720385,2720529,297,588.8,8,144,36,2,13,64,9,45,4,736.1,245.3,531,55,0,"after",4,36,0,43,1,"undersweep",9,2.38755170820178,1,36,10.8079789182619,10,3.04966656336289
"122783",33,99,3,32,2728318,2728436,373.6,593.4,12,118,76,2,19,104,15,85,7,1212.5,282.5,548.6,89,0,"guests",3,70,0,38,1,"undersweep",15,4.27297913962711,1,70,20.648630185675,4,1.3660734000536
"103572",33,51,3,33,2734261,2734396,307.8,593.7,10,135,86,2,18,99,10,83,3,1194.4,230.7,535.5,89,0,"high",4,73,0,63,1,"undersweep",10,2.65338220767167,1,73,21.822714891667,6,1.81158562601702
"73661",33,85,1,34,2740497,2740740,279.7,575.7,7,243,49,2,11,61,7,44,19,720.3,426.4,524.1,54,0,"were",0,37,0,59,1,"accurate",7,1.96173063034724,0,37,10.844899820966,10,3.14319951688008
"83647",33,37,1,35,2746568,2746735,298.1,597.8,8,167,48,2,13,64,9,50,3,797,227.4,529.5,55,0,"heard",0,41,0,49,1,"undersweep",9,2.41462703685149,1,41,12.2798922394007,5,1.55067791357435
"113233",33,87,3,36,2758597,2758706,347.2,569.6,11,109,87,2,17,101,13,88,5,1249.2,248.5,531.4,88,0,"lessons",7,75,0,39,1,"undersweep",13,3.62317125203404,1,75,22.201769492763,0,0.167374758925485
"73664",33,29,1,37,2764287,2764423,263.7,584,7,136,59,2,10,59,6,50,2,794.9,222.3,532.1,53,0,"because",6,44,0,68,1,"undersweep",6,1.56790766816962,1,44,13.0749223442968,3,1.01163273409375
"122789",33,1,1,38,2774847,2775026,280.5,578.7,12,179,54,2,12,61,7,52,3,821.7,226.4,518.7,54,0,"fans",1,45,0,63,1,"undersweep",7,1.98142177845612,1,45,13.3210616956578,2,0.647346494079451
"132446",33,71,3,39,2787882,2788014,289.6,587.8,13,132,87,2,20,97,8,85,3,1216.8,224.2,526.5,89,0,"accidentally",0,77,0,44,1,"undersweep",8,2.20540858819464,1,77,22.8220406581927,4,1.26023347896836
"122791",33,45,1,40,2794061,2794286,268.1,581.7,12,225,58,2,11,60,6,44,22,716.3,461.8,528.2,54,0,"preparation",3,38,0,35,1,"accurate",6,1.67620898276847,0,38,11.0319657280004,10,3.24165525742448
"122792",33,3,3,41,2799624,2799881,326.8,585.4,12,257,88,2,18,98,11,85,2,1218,220.6,530.4,87,0,"festival",5,74,0,49,1,"undersweep",11,3.12104697525759,1,74,21.9359389932931,2,0.639962313538622
"191337",33,7,3,42,2812695,2812854,297.3,607.4,19,159,85,2,19,98,9,83,4,1192,242.4,534.3,89,0,"light",1,74,0,40,1,"undersweep",9,2.39493588874261,1,74,22.0220877662694,6,1.87065907034366
"113240",33,35,3,43,2823817,2823930,372.2,611.8,11,113,69,2,18,102,15,82,5,1178.3,255.6,531.8,87,0,"the",1,67,0,51,1,"undersweep",15,4.23851963043657,1,67,19.8412931132109,5,1.61713553844183
"132451",33,47,3,44,2834694,2834971,291.8,580.1,13,277,93,2,16,97,8,79,2,1137,211.6,525.5,89,0,"spirits",0,71,0,44,1,"undersweep",8,2.25955924549406,1,71,20.8036979770324,10,3.22442550282921
"103584",33,77,1,45,2841416,2841627,246.6,596.6,10,211,60,2,8,57,4,42,14,702.2,356.9,526.5,53,0,"because",4,38,0,47,1,"accurate",4,1.1470093773423,0,38,11.2141088480075,11,3.29334452121029
"83658",33,25,1,46,2850878,2851013,324.4,580.1,8,135,52,2,12,65,11,44,4,725.5,239.3,522.8,54,0,"claimed",7,33,0,45,1,"undersweep",11,3.06197353093095,1,33,9.87264938309005,10,3.01520705417235
"83659",33,17,1,47,2861052,2861194,300.1,568.2,8,142,44,2,12,63,9,47,2,759.4,221.2,530,54,0,"bothered",5,38,0,61,1,"undersweep",9,2.4638549071237,1,38,11.3051804080111,7,2.18079465305854
"113245",33,39,3,48,2870348,2870476,345.1,585.4,11,128,73,2,22,101,13,76,5,1101.8,254,521,88,0,"big",1,63,0,45,1,"undersweep",13,3.57148198824823,1,63,18.6253647174875,12,3.79546879798675
"132455",33,19,3,49,2882535,2882650,296.6,576.4,13,115,86,2,16,97,9,81,2,1164.7,220.4,517,88,0,"forgotten",5,72,0,43,1,"undersweep",9,2.37770613414734,1,72,21.3673570916491,7,2.24725227792601
"122801",33,23,3,50,2979588,2979792,273.2,565.7,12,204,79,2,20,95,7,85,16,1215.5,383.9,514.5,88,0,"his",0,78,0,46,1,"accurate",7,1.80174005196258,0,78,23.1937110787478,3,0.996864373012084
"83663",33,98,2,51,2993302,2993456,290.5,587.8,8,154,51,2,8,47,6,34,3,739.9,243.6,524.9,41,0,"playing",6,28,0,36,1,"undersweep",6,2.22756112981713,1,28,11.0615024501637,7,2.85767786930131
"93628",33,84,4,52,3029711,3029872,263.2,649.5,9,161,83,2,15,70,4,63,9,1193,341.6,539.4,66,0,"the",1,59,0,85,1,"accurate",4,1.55560070060157,0,59,22.8860368895466,3,1.55067791357435
"63683",33,82,2,53,3034887,3035028,296.6,619.3,6,141,54,2,9,48,7,32,3,704.5,239.9,547.4,41,0,"come",4,25,0,42,1,"undersweep",7,2.37770613414734,1,25,10.0400241420155,9,3.72901117311928
"73681",33,10,2,54,3039920,3040080,295.9,640.6,7,160,51,2,10,47,7,38,3,794.5,238.2,536.3,40,0,"the",2,31,0,45,1,"undersweep",7,2.36047637955207,1,31,12.2725080588599,2,1.11993404869259
"132460",33,92,4,55,3051489,3051660,330.9,634.9,13,171,75,2,13,76,9,65,15,1230.2,434.6,524.4,67,0,"patient's",5,56,0,51,1,"accurate",9,3.2219641093156,0,56,22.1353118678955,2,1.02886248868901
"93632",33,36,4,56,3058951,3059077,353,613.2,9,126,77,2,14,75,10,61,4,1162.4,262.9,521.1,65,0,"overlooking",10,51,0,52,1,"undersweep",10,3.76593207582343,1,51,19.92251909916,4,1.91004136656142
"73684",33,38,2,57,3067525,3067717,292.8,598.3,7,192,44,2,10,46,6,37,3,787.6,240.8,534.5,40,0,"the",3,31,0,49,1,"undersweep",6,2.28417318063016,1,31,12.1789751053427,3,1.28977020113168
"132463",33,8,4,58,3076173,3076306,340.7,637.5,13,133,70,2,16,74,9,57,3,1106.6,245.1,537,65,0,"a",1,48,0,73,1,"undersweep",9,3.46318067364939,1,48,18.8518129207396,8,3.28349894715586
"63689",33,54,2,59,3083839,3084015,284.1,608.3,6,176,43,2,9,46,6,35,15,747.4,436.7,535.6,40,0,"for",0,29,0,42,1,"accurate",6,2.07003194494608,0,29,11.4036361485555,5,2.27925039360294
"93636",33,20,4,60,3089476,3089677,291.4,601.8,9,201,81,2,12,72,6,64,17,1213.4,463.7,522.5,66,0,"to",2,58,0,37,1,"accurate",6,2.24971367143962,0,58,22.694048195485,2,1.04855363679789
"83673",33,48,4,61,3098633,3098788,303.1,643.4,8,155,73,2,17,73,7,59,3,1135.3,238.1,530.5,66,0,"day",2,52,0,54,1,"undersweep",7,2.537696712532,1,52,20.4837168202631,7,2.97090197092737
"93638",33,56,4,62,3104229,3104363,330.7,618.9,9,134,81,2,13,75,9,63,4,1197.8,249.5,519.4,66,0,"over",2,54,0,35,1,"undersweep",9,3.21704132228838,1,54,21.342743156513,3,1.43253102492107
"122814",33,44,4,63,3110985,3111093,466.4,611.2,12,108,68,2,17,84,17,58,8,1114.7,311.5,526.3,67,0,"had",1,41,0,37,1,"undersweep",17,6.55715232025727,1,41,15.9572141487342,9,3.87177199690866
"83676",33,24,4,64,3115492,3115681,250.1,612.2,8,189,81,2,13,69,4,61,7,1166.4,306.7,522.8,65,0,"were",4,57,0,71,1,"accurate",4,1.23315815031865,0,57,22.5537487652092,4,1.81158562601702
"73692",33,40,4,65,3125012,3125166,346.9,607.8,7,154,70,2,13,75,10,57,5,1101.9,274.8,515.5,65,0,"another",5,47,0,32,1,"undersweep",10,3.61578707149321,1,47,18.5835210277561,8,3.39918444229553
"132469",33,2,2,66,3135970,3136155,251.1,609.2,13,185,48,2,11,45,4,36,11,763.4,368.6,533.7,41,0,"was",0,32,0,42,1,"accurate",4,1.25777208545475,0,32,12.6097189702245,5,2.27925039360294
"93643",33,72,4,67,3145284,3145394,323,619.4,9,110,77,2,12,73,8,59,4,1136.2,250.6,521.9,65,0,"fluently,",8,51,0,87,1,"undersweep",8,3.0275140217404,1,51,20.0160520526772,6,2.55492646712727
"83680",33,100,4,68,3151648,3151832,285.6,634.8,8,184,84,2,12,72,6,55,15,1068.2,426.5,529.1,66,0,"served",6,49,0,52,1,"accurate",6,2.10695284765023,0,49,19.2628656375125,11,4.62249701855974
"122820",33,16,4,69,3160042,3160246,316.2,605.1,12,204,74,2,15,75,8,62,20,1180.1,512.2,530.8,67,0,"probably",4,54,0,75,1,"accurate",8,2.86013926281492,0,54,21.2639785640775,5,2.26202063900767
"142250",33,52,4,70,3171896,3172248,315.1,625.9,14,352,74,2,16,74,8,64,19,1210.5,497.5,520.5,66,0,"commotion",1,56,0,68,1,"accurate",8,2.83306393416521,0,56,22.0393175208647,2,1.11993404869259
"73698",33,62,2,71,3179364,3179550,297.1,611.6,7,186,46,2,10,48,7,36,14,767.8,419.5,538.5,41,0,"she",2,29,0,37,1,"accurate",7,2.39001310171539,0,29,11.5857792685627,5,2.1709490790041
"93648",33,78,2,72,3184936,3185085,303.6,628.8,9,149,48,2,9,47,7,33,4,722.7,252.3,543.4,40,0,"in",0,26,0,65,1,"undersweep",7,2.55000368010005,1,26,10.3157002155399,7,2.88721459146463
"93651",33,12,4,75,3208947,3209231,310.7,624.8,9,284,76,2,16,72,7,60,17,1155,461,531.4,65,0,"indoors",2,53,0,46,1,"accurate",7,2.72476261956636,0,53,20.7815454354099,5,2.09218448656857
"103615",33,26,2,76,3217534,3217688,286.4,613.3,10,154,56,2,9,46,6,38,3,800.8,242.7,528.9,40,0,"our",0,32,0,52,1,"undersweep",6,2.12664399575911,1,32,12.6614082340103,2,0.964866257335154
"63707",33,86,2,77,3224925,3225115,274.8,609.2,6,190,48,2,10,46,5,33,16,725.7,455.1,534,41,0,"stars",1,28,0,43,1,"accurate",5,1.84112234818034,0,28,11.0984233528679,8,3.20719574823394
"73705",33,34,2,78,3230339,3230526,290.8,621.7,7,187,33,2,9,47,6,26,3,604.7,242.7,539.9,41,0,"were",2,20,0,55,1,"undersweep",6,2.23494531035796,1,20,7.72631423922206,15,6.18548189970214
"113275",33,68,4,79,3239985,3240201,341.7,626.4,11,216,70,2,16,74,9,62,22,1187.1,550.9,525.6,65,0,"designed",1,53,0,46,1,"accurate",9,3.48779460878549,0,53,20.8086207640597,3,1.30207716869974
"132481",33,80,4,80,3246582,3246720,328.8,625.4,13,138,74,2,17,76,9,61,3,1167.2,244.8,524.7,67,0,"the",2,52,0,57,1,"undersweep",9,3.17027484552979,1,52,20.636323218107,6,2.57954040226337
"63711",33,94,2,81,3253259,3253391,308.3,599.2,6,132,36,2,10,47,7,31,3,689.3,235.8,535.2,40,0,"running",4,24,0,50,1,"undersweep",7,2.66568917523972,1,24,9.37790928685442,9,3.7093200250104
"63712",33,66,2,82,3258580,3258721,314.6,597.2,6,141,46,2,9,49,8,37,3,788.8,236.7,522.8,41,0,"three",3,29,0,66,1,"undersweep",8,2.82075696659716,1,29,11.671928041539,4,1.65405644114598
"103622",33,18,2,83,3265691,3265887,301.4,617.7,10,196,42,2,12,48,7,38,15,798.9,426.8,532.6,41,0,"headed",3,31,0,47,1,"accurate",7,2.49585302280063,0,31,12.2454327302102,3,1.40545569627136
"132485",33,58,2,84,3275740,3275911,302.1,634.7,13,171,57,2,9,47,7,37,15,789.3,437,534.5,40,0,"look",2,30,0,45,1,"accurate",7,2.5130827773959,0,30,11.9919091983083,3,1.24792651140031
"63715",33,6,2,85,3280507,3280679,305.8,616.4,6,172,37,2,8,48,7,28,4,637.8,256.1,526.1,41,0,"because",7,21,0,53,1,"undersweep",7,2.60415433739947,1,21,8.17182646518548,13,5.37076064669721
"122835",33,4,4,86,3290552,3290718,288.5,611.6,12,166,85,2,14,73,6,61,13,1168.5,397.4,513.5,67,0,"they",3,55,0,40,1,"accurate",6,2.17833325954492,0,55,21.6602629197687,6,2.54754228658644
"93663",33,28,4,87,3298961,3299079,369.5,640.1,9,118,69,2,13,76,11,61,5,1175,272.8,530,65,0,"but",1,50,0,70,1,"undersweep",11,4.17206200556909,1,50,19.8265247521292,4,1.59990578384656
"73715",33,22,2,88,3307856,3308038,285.9,621.2,7,182,60,2,10,47,6,37,10,778.1,351.5,520,41,0,"to",2,31,0,36,1,"accurate",6,2.11433702819106,0,31,12.1149788739888,4,1.91742554710226
"152064",33,76,4,89,3317925,3318131,302.1,618.3,15,206,72,2,5,73,7,59,14,1131.6,419.4,521.7,66,0,"ship",0,52,0,36,1,"accurate",7,2.5130827773959,0,52,20.4172591953957,7,3.06197353093095
"73717",33,74,2,90,3323735,3323935,303.9,591.2,7,200,51,2,10,47,7,31,18,693.3,485.9,522.5,40,0,"round",1,24,0,54,1,"accurate",7,2.55738786064088,0,24,9.58466634199767,9,3.610864284466
"142267",33,88,4,91,3331451,3331670,289.2,619.3,14,219,72,2,13,71,6,59,16,1131.5,444.4,528.1,65,0,"that",1,53,0,56,1,"accurate",6,2.1955630141402,0,53,20.7323175651377,6,2.67061196226694
"103631",33,46,2,92,3337020,3337249,312.1,627.4,10,229,38,2,10,49,8,34,18,730.5,479.5,532.8,41,0,"protect",4,26,0,51,1,"accurate",8,2.75922212875691,0,26,10.2984704609446,7,3.08904885958066
"93669",33,64,4,93,3343749,3343907,297.8,604.9,9,158,79,2,12,72,7,58,14,1120.9,413.6,509.9,65,0,"she",1,51,0,66,1,"accurate",7,2.40724285631066,0,51,20.2597300105246,7,2.93151967470961
"63724",33,42,2,94,3351044,3351206,330.6,602.1,6,162,41,2,11,49,9,35,4,757.2,260.1,515.4,40,0,"on",1,26,0,41,1,"undersweep",9,3.21457992877477,1,26,10.5003047290606,5,2.03803382926915
"73722",33,30,2,95,3358901,3359047,318.2,617.2,7,146,50,2,10,49,8,34,4,742.3,254.5,523.4,41,0,"the",1,26,0,40,1,"undersweep",8,2.90936713308712,1,26,10.4387698912204,7,2.79860442497467
"113293",33,50,2,97,3375537,3375668,373.2,598.4,11,131,48,2,11,51,11,36,6,768.3,289.3,528.5,40,0,"order",3,25,0,59,1,"undersweep",11,4.26313356557267,1,25,9.72496577227344,4,1.76481914925843
"63728",33,90,2,98,3382295,3382499,298.7,599.9,6,204,50,2,9,48,7,34,17,741.1,457.2,520.8,41,0,"the",1,27,0,53,1,"accurate",7,2.42939539793315,0,27,10.889204904211,7,2.82814114713799
"103638",33,32,4,99,3391242,3391360,375.2,633.2,10,118,81,2,16,78,11,65,6,1223.7,290,519.7,67,0,"whole",1,54,0,46,1,"undersweep",11,4.31236143584487,1,54,20.8849239629816,2,1.18885306707367
"63730",33,14,2,100,3400399,3400494,348,573.8,6,95,61,2,11,51,10,24,4,573.2,255.7,527,41,0,"been",2,14,0,56,1,"undersweep",10,3.64286240014293,1,14,5.54305819264991,17,6.96082085648932
"93677",34,97,2,1,1057251,1057416,340.4,625.6,9,165,46,2,10,49,9,38,5,794.3,267.7,542.4,40,0,"quickly",1,29,0,47,1,"undersweep",9,3.45579649310856,1,29,11.1722651582762,2,1.12485683571981
"122851",34,83,4,2,1064021,1064150,366.4,622.9,12,129,67,2,16,77,11,64,5,1221.8,272.4,538,66,0,"running",0,53,0,36,1,"undersweep",11,4.09575880664718,1,53,21.0547601154207,2,0.84179658165465
"63733",34,81,2,3,1070694,1070872,306.7,636.5,6,178,64,2,10,48,7,36,16,765.9,445.4,536.7,41,0,"she",2,29,0,49,1,"accurate",7,2.62630687902196,0,29,11.3027190144975,5,2.21771555576269
"83716",34,9,2,4,1077932,1078047,308.8,599.4,8,115,42,2,10,48,7,23,4,563.1,247.8,539.5,41,0,"barking",2,16,0,39,1,"undersweep",7,2.67799614280777,1,16,6.25932370511045,18,7.20942160136394
"113301",34,91,4,5,1091167,1091305,309.3,638.9,11,138,73,2,14,73,7,60,6,1151.5,287.6,538.9,66,0,"went",0,53,0,42,1,"undersweep",7,2.69030311037582,1,53,20.7298561716241,6,2.57215622172254
"122854",34,35,4,6,1097850,1097976,340.2,635.8,12,126,76,2,15,76,9,65,4,1233.2,263.3,533.7,67,0,"inside",2,56,0,51,1,"undersweep",9,3.45087370608134,1,56,21.9802440765381,2,0.955020683280712
"53747",34,37,2,7,1107211,1107380,295.2,641.4,5,169,53,2,10,46,6,35,4,745.3,249.1,548.6,40,0,"be",0,29,0,49,1,"undersweep",6,2.3432466249568,1,29,11.078732204759,5,2.33093965738875
"113304",34,7,4,8,1116314,1116440,343.7,633.3,11,126,82,2,16,77,10,65,4,1233.2,263.1,533.2,67,0,"light",2,55,0,40,1,"undersweep",10,3.53702247905769,1,55,21.8940953035617,2,0.955020683280712
"73736",34,53,2,9,1125508,1125809,299,635.2,7,301,46,2,10,47,7,30,16,677.4,449.2,545.1,40,0,"after",2,23,0,43,1,"accurate",7,2.43677957847398,0,23,9.31391305550056,10,4.00222585313
"103649",34,19,4,10,1132067,1132195,338.3,615.6,10,128,61,2,14,75,9,49,4,982.3,257.2,536.3,66,0,"forgotten",5,40,0,43,1,"undersweep",9,3.40410722932275,1,40,15.8513742276489,17,6.7368340467508
"132509",34,47,4,11,1143584,1143735,344.8,629.4,13,151,74,2,12,76,10,65,4,1231.4,258.8,538.4,66,0,"spirits",2,55,0,44,1,"undersweep",10,3.5640978077074,1,55,21.822714891667,1,0.605502804348079
"103651",34,55,4,12,1150817,1150923,380.3,613.9,10,106,76,2,15,77,12,62,4,1191.1,252.9,536.5,65,0,"playing",4,50,0,42,1,"undersweep",12,4.43789250503898,1,50,19.9569786083506,3,1.20362142815533
"122860",34,43,4,13,1157506,1157610,429.6,608.6,12,104,65,2,19,81,15,59,5,1135.9,270.7,547.2,66,0,"rolling",4,44,0,35,1,"undersweep",15,5.65135950724876,1,44,17.384822386628,7,2.95613360984571
"103653",34,23,4,14,1165128,1165219,389.4,602.7,10,91,87,2,18,78,12,NA,5,1264.6,267.9,530.7,66,0,"biological",1,NA,0,46,1,"undersweep",12,4.6618793147775,1,NA,21.5421160311155,NA,-0.211679842170465
"142287",34,39,4,15,1175794,1175926,334.6,616.1,14,132,67,2,15,74,9,35,4,755,252.7,550.4,65,0,"and",3,26,0,45,1,"undersweep",9,3.31303566931917,1,26,10.3476983312168,30,11.9377585410089
"113312",34,1,2,16,1185534,1185660,322.4,616,11,126,46,2,12,48,8,39,3,809.9,245.5,537.5,40,0,"fans",2,31,0,63,1,"undersweep",8,3.01274566065874,1,31,11.9992933788492,1,0.740879447596636
"132515",34,71,4,17,1196544,1196673,362.5,629.1,13,129,76,2,14,77,11,61,4,1160.6,251.6,551.8,66,0,"accidentally",3,50,0,44,1,"undersweep",11,3.99976445961639,1,50,19.6443816321221,5,2.34816941198402
"122865",34,99,4,18,1203820,1203938,350,632.8,12,118,76,2,16,76,10,66,4,1250,254.3,536.1,66,0,"all",2,56,0,38,1,"undersweep",10,3.69209027041513,1,56,22.1525416224908,0,0.147683610816605
"103658",34,15,4,19,1211152,1211289,331.4,630.2,10,137,63,2,17,75,9,61,4,1171.4,253,551.1,66,0,"wallet",5,52,0,47,1,"undersweep",9,3.23427107688365,1,52,20.6757055143247,5,2.08233891251413
"83732",34,51,4,20,1220025,1220170,322,640.9,8,145,70,2,16,75,8,63,4,1195.4,256.4,539.3,67,0,"high",2,55,0,63,1,"undersweep",8,3.0029000866043,1,55,21.4978109478705,4,1.88542743142532
"73748",34,61,2,21,1225277,1225484,261.5,644.8,7,207,55,2,5,44,4,35,12,744.7,388.7,536.7,40,0,"shortly",4,31,0,44,1,"accurate",4,1.5137570108702,0,31,11.8934534577639,5,2.34570801847041
"83734",34,77,2,22,1231381,1231537,328.9,632.9,8,156,42,2,8,49,9,35,5,749.2,268.1,538.9,40,0,"she",1,26,0,47,1,"undersweep",9,3.1727362390434,1,26,10.3452369377032,5,2.23494531035796
"93699",34,95,4,23,1237263,1237490,277,643.4,9,227,77,2,13,70,5,61,13,1163.6,402.5,539.5,65,0,"the",2,56,0,39,1,"accurate",5,1.89527300547977,0,56,21.822714891667,4,1.88050464439811
"83736",34,59,4,24,1242502,1242673,299,626.5,8,171,81,2,12,74,7,63,4,1196,253.8,539.2,67,0,"strong",2,56,0,39,1,"undersweep",7,2.43677957847398,1,56,22.0786998170825,4,1.87065907034366
"113321",34,11,4,25,1248143,1248266,383.7,623.9,11,123,76,2,16,77,12,65,5,1234.7,274.3,544.2,65,0,"they",4,53,0,34,1,"undersweep",12,4.52157988450173,1,53,20.9464588008218,0,0.130453856221333
"63756",34,25,2,26,1257230,1257566,286.3,628.4,6,336,67,2,9,46,6,33,16,721.6,455,534.6,40,0,"claimed",2,27,0,45,1,"accurate",6,2.1241826022455,0,27,10.7144459647447,7,2.91428992011434
"73754",34,85,2,27,1265151,1265404,295.4,628.1,7,253,54,2,8,47,6,40,15,839.2,424.5,541,41,0,"people",6,34,0,59,1,"accurate",6,2.34816941198402,0,34,13.3850579270116,1,0.413514110286493
"113324",34,33,2,28,1271560,1271782,281.7,619.5,11,222,48,2,9,47,6,28,14,640.2,414.2,533.7,41,0,"in",1,22,0,45,1,"accurate",6,2.01095850061944,0,22,8.82409574629216,13,5.31168720237056
"83741",34,67,4,29,1280542,1280684,320.2,637,8,142,75,2,16,75,8,64,4,1223.4,256.9,533.6,67,0,"had",0,56,0,49,1,"undersweep",8,2.95859500335932,1,56,22.2313062149263,3,1.1962372476145
"152090",34,79,4,30,1329968,1330091,575.1,614.5,15,123,66,2,18,91,24,66,9,1241.5,331.1,550.6,67,0,"the",0,42,0,40,1,"undersweep",24,9.23268706955143,1,42,16.4027263746976,1,0.750725021651076
"93707",34,93,2,31,1335721,1336065,271.7,642.7,9,344,53,2,11,46,5,35,35,745.1,744,547.1,41,0,"had",1,30,0,43,1,"accurate",5,1.76481914925843,0,30,11.6522368934301,6,2.72968540659358
"73759",34,65,2,32,1341244,1341388,314.1,627.1,7,144,42,2,9,49,8,39,3,815.2,244.2,547.1,41,0,"charity",4,31,0,57,1,"undersweep",8,2.80844999902911,1,31,12.3340428967001,2,1.00424855355291
"73760",34,17,2,33,1348194,1348349,281.5,618.3,7,155,54,2,11,47,6,36,4,771.5,250.5,548.7,41,0,"bothered",2,30,0,61,1,"undersweep",6,2.00603571359222,1,30,12.0608282166894,5,2.07987751900052
"93710",34,57,2,34,1358407,1358568,252,626.1,9,161,30,2,8,44,4,14,13,419,399.7,549.8,40,0,"during",4,10,0,37,1,"accurate",4,1.27992462707724,0,10,4.11052716772884,26,10.3624666922985
"73762",34,5,2,35,1364136,1364262,292.6,628.5,7,126,44,2,10,46,6,29,3,661.1,234.8,550.8,40,0,"some",0,23,0,47,1,"undersweep",6,2.27925039360294,1,23,9.07023509765316,11,4.40343299584844
"122883",34,3,4,36,1375771,1375894,386.6,628.6,12,123,74,2,15,79,12,65,5,1233.4,268.9,556.6,67,0,"festival",6,53,0,49,1,"undersweep",12,4.59296029639642,1,53,20.8430802732502,2,0.950097896253491
"83749",34,27,4,37,1384462,1384601,381.7,634.1,8,139,59,2,13,77,12,61,4,1165.9,263.4,560.9,65,0,"and",1,49,0,63,1,"undersweep",12,4.47235201422952,1,49,19.3022479337303,4,1.82389259358507
"63768",34,21,2,38,1392177,1392322,363.3,621.1,6,145,45,2,11,52,11,37,4,777.2,257.6,555.6,41,0,"flushed",3,26,0,39,1,"undersweep",11,4.01945560772527,1,26,10.1877077528321,4,1.93957808872475
"122886",34,75,4,39,1403674,1403790,336.4,651.9,12,116,74,2,14,76,9,63,4,1206.6,258.2,559.4,67,0,"the",2,54,0,67,1,"undersweep",9,3.35734075256416,1,54,21.419046355435,4,1.609751357901
"53780",34,73,2,40,1409761,1409954,294.7,629.9,5,193,48,2,10,46,6,28,3,640.1,235.1,550.7,40,0,"family",2,22,0,62,1,"undersweep",6,2.33093965738875,1,22,8.50165319600923,12,4.92032563370656
"73768",34,87,4,41,1416280,1416389,360.2,625.4,7,109,66,2,13,76,11,62,3,1183.6,244.5,560.7,65,0,"lessons",5,51,0,39,1,"undersweep",11,3.94315240880336,1,51,20.2671141910654,3,1.38822594167609
"63772",34,45,2,42,1420532,1420702,287.2,626,6,170,48,2,9,46,6,32,5,701.9,269.8,549.9,40,0,"preparation",3,26,0,35,1,"undersweep",6,2.14633514386799,1,26,10.207398900941,8,3.39918444229553
"93719",34,63,4,43,1425418,1425655,333,638.6,9,237,75,2,16,75,9,58,20,1117.7,510.4,559.2,66,0,"parents",3,49,0,60,1,"accurate",9,3.27365337310141,0,49,19.3145549012983,8,3.40410722932275
